,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
26834,2004-06-25,France,Greece,0,1,UEFA Euro,Lisbon,Portugal,True,Greece
26837,2004-06-26,Sweden,Netherlands,0,0,UEFA Euro,Faro,Portugal,True,Draw
26843,2004-06-30,Portugal,Netherlands,2,1,UEFA Euro,Lisbon,Portugal,False,Portugal
26844,2004-07-01,Greece,Czech Republic,1,0,UEFA Euro,Porto,Portugal,True,Greece
26859,2004-07-04,Portugal,Greece,0,1,UEFA Euro,Lisbon,Portugal,False,Greece
26942,2004-08-18,Austria,Germany,1,3,Friendly,Vienna,Austria,False,Germany
26948,2004-08-18,Czech Republic,Greece,0,0,Friendly,Prague,Czech Republic,False,Draw
26950,2004-08-18,England,Ukraine,3,0,Friendly,Newcastle,England,False,England
26952,2004-08-18,France,Bosnia and Herzegovina,1,1,Friendly,Rennes,France,False,Draw
26954,2004-08-18,Iceland,Italy,2,0,Friendly,Reykjavík,Iceland,False,Iceland
26963,2004-08-18,Norway,Belgium,2,2,Friendly,Oslo,Norway,False,Draw
26967,2004-08-18,Scotland,Hungary,0,3,Friendly,Glasgow,Scotland,False,Hungary
26971,2004-08-18,Spain,Venezuela,3,2,Friendly,Las Palmas,Spain,False,Spain
26972,2004-08-18,Sweden,Netherlands,2,2,Friendly,Solna,Sweden,False,Draw
26992,2004-09-03,Netherlands,Liechtenstein,3,0,Friendly,Utrecht,Netherlands,False,Netherlands
26993,2004-09-03,Spain,Scotland,1,1,Friendly,Valencia,Spain,False,Draw
26994,2004-09-04,Albania,Greece,2,1,FIFA World Cup qualification,Tirana,Albania,False,Albania
26995,2004-09-04,Austria,England,2,2,FIFA World Cup qualification,Vienna,Austria,False,Draw
26997,2004-09-04,Belgium,Lithuania,1,1,FIFA World Cup qualification,Charleroi,Belgium,False,Draw
27004,2004-09-04,France,Israel,0,0,FIFA World Cup qualification,Saint-Denis,France,False,Draw
27007,2004-09-04,Italy,Norway,2,1,FIFA World Cup qualification,Palermo,Italy,False,Italy
27010,2004-09-04,Latvia,Portugal,0,2,FIFA World Cup qualification,Riga,Latvia,False,Portugal
27043,2004-09-08,Bosnia and Herzegovina,Spain,1,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Draw
27046,2004-09-08,Faroe Islands,France,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,France
27048,2004-09-08,Germany,Brazil,1,1,Friendly,Berlin,Germany,False,Draw
27049,2004-09-08,Greece,Turkey,0,0,FIFA World Cup qualification,Piraeus,Greece,False,Draw
27064,2004-09-08,Moldova,Italy,0,1,FIFA World Cup qualification,Chișinău,Moldova,False,Italy
27065,2004-09-08,Netherlands,Czech Republic,2,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands
27069,2004-09-08,Poland,England,1,2,FIFA World Cup qualification,Chorzów,Poland,False,England
27070,2004-09-08,Portugal,Estonia,4,0,FIFA World Cup qualification,Leiria,Portugal,False,Portugal
27071,2004-09-08,Scotland,Slovenia,0,0,FIFA World Cup qualification,Glasgow,Scotland,False,Draw
27113,2004-10-09,England,Wales,2,0,FIFA World Cup qualification,Manchester,England,False,England
27115,2004-10-09,France,Republic of Ireland,0,0,FIFA World Cup qualification,Saint-Denis,France,False,Draw
27118,2004-10-09,Iran,Germany,0,2,Friendly,Tehran,Iran,False,Germany
27120,2004-10-09,Liechtenstein,Portugal,2,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Draw
27122,2004-10-09,North Macedonia,Netherlands,2,2,FIFA World Cup qualification,Skopje,North Macedonia,False,Draw
27127,2004-10-09,Scotland,Norway,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,Norway
27129,2004-10-09,Slovenia,Italy,1,0,FIFA World Cup qualification,Celje,Slovenia,False,Slovenia
27131,2004-10-09,Spain,Belgium,2,0,FIFA World Cup qualification,Santander,Spain,False,Spain
27136,2004-10-09,Ukraine,Greece,1,1,FIFA World Cup qualification,Kyiv,Ukraine,False,Draw
27153,2004-10-13,Azerbaijan,England,0,1,FIFA World Cup qualification,Baku,Azerbaijan,False,England
27158,2004-10-13,Cyprus,France,0,2,FIFA World Cup qualification,Nicosia,Cyprus,False,France
27165,2004-10-13,Italy,Belarus,4,3,FIFA World Cup qualification,Parma,Italy,False,Italy
27173,2004-10-13,Lithuania,Spain,0,0,FIFA World Cup qualification,Vilnius,Lithuania,False,Draw
27177,2004-10-13,Moldova,Scotland,1,1,FIFA World Cup qualification,Chișinău,Moldova,False,Draw
27178,2004-10-13,Netherlands,Finland,3,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands
27183,2004-10-13,Portugal,Russia,7,1,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal
27225,2004-11-17,Andorra,Netherlands,0,3,FIFA World Cup qualification,Barcelona,Spain,True,Netherlands
27230,2004-11-17,Belgium,Serbia,0,2,FIFA World Cup qualification,Brussels,Belgium,False,Serbia
27235,2004-11-17,France,Poland,0,0,Friendly,Saint-Denis,France,False,Draw
27237,2004-11-17,Germany,Cameroon,3,0,Friendly,Leipzig,Germany,False,Germany
27238,2004-11-17,Greece,Kazakhstan,3,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece
27243,2004-11-17,Italy,Finland,1,0,Friendly,Messina,Italy,False,Italy
27250,2004-11-17,Luxembourg,Portugal,0,5,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Portugal
27262,2004-11-17,Scotland,Sweden,1,4,Friendly,Edinburgh,Scotland,False,Sweden
27265,2004-11-17,Spain,England,1,0,Friendly,Madrid,Spain,False,Spain
27352,2004-12-16,Japan,Germany,0,3,Friendly,Yokohama,Japan,False,Germany
27365,2004-12-19,South Korea,Germany,3,1,Friendly,Busan,South Korea,False,South Korea
27371,2004-12-21,Thailand,Germany,1,5,Friendly,Bangkok,Thailand,False,Germany
27437,2005-02-09,Egypt,Belgium,4,0,Friendly,Cairo,Egypt,False,Egypt
27438,2005-02-09,England,Netherlands,0,0,Friendly,Birmingham,England,False,Draw
27439,2005-02-09,France,Sweden,1,1,Friendly,Saint-Denis,France,False,Draw
27441,2005-02-09,Germany,Argentina,2,2,Friendly,Düsseldorf,Germany,False,Draw
27442,2005-02-09,Greece,Denmark,2,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece
27445,2005-02-09,Republic of Ireland,Portugal,1,0,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland
27447,2005-02-09,Italy,Russia,2,0,Friendly,Cagliari,Italy,False,Italy
27459,2005-02-09,Spain,San Marino,5,0,FIFA World Cup qualification,Almería,Spain,False,Spain
27520,2005-03-26,Belgium,Bosnia and Herzegovina,4,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
27530,2005-03-26,England,Northern Ireland,4,0,FIFA World Cup qualification,Manchester,England,False,England
27532,2005-03-26,France,Switzerland,0,0,FIFA World Cup qualification,Saint-Denis,France,False,Draw
27533,2005-03-26,Georgia,Greece,1,3,FIFA World Cup qualification,Tbilisi,Georgia,False,Greece
27536,2005-03-26,Italy,Scotland,2,0,FIFA World Cup qualification,Milan,Italy,False,Italy
27542,2005-03-26,Portugal,Canada,4,1,Friendly,Barcelos,Portugal,False,Portugal
27543,2005-03-26,Romania,Netherlands,0,2,FIFA World Cup qualification,Bucharest,Romania,False,Netherlands
27545,2005-03-26,Slovenia,Germany,0,1,Friendly,Celje,Slovenia,False,Germany
27547,2005-03-26,Spain,China PR,3,0,Friendly,Salamanca,Spain,False,Spain
27571,2005-03-30,England,Azerbaijan,2,0,FIFA World Cup qualification,Newcastle,England,False,England
27574,2005-03-30,Greece,Albania,2,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece
27576,2005-03-30,Israel,France,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,Draw
27577,2005-03-30,Italy,Iceland,0,0,Friendly,Padua,Italy,False,Draw
27585,2005-03-30,Netherlands,Armenia,2,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands
27590,2005-03-30,San Marino,Belgium,1,2,FIFA World Cup qualification,Serravalle,San Marino,False,Belgium
27591,2005-03-30,Serbia,Spain,0,0,FIFA World Cup qualification,Belgrade,Serbia and Montenegro,True,Draw
27592,2005-03-30,Slovakia,Portugal,1,1,FIFA World Cup qualification,Bratislava,Slovakia,False,Draw
27624,2005-05-28,United States,England,1,2,Friendly,Chicago,United States,False,England
27629,2005-05-31,Colombia,England,2,3,Friendly,East Rutherford,United States,True,England
27630,2005-05-31,France,Hungary,2,1,Friendly,Metz,France,False,France
27658,2005-06-04,Netherlands,Romania,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands
27659,2005-06-04,Northern Ireland,Germany,1,4,Friendly,Belfast,Northern Ireland,False,Germany
27660,2005-06-04,Norway,Italy,0,0,FIFA World Cup qualification,Oslo,Norway,False,Draw
27661,2005-06-04,Portugal,Slovakia,2,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal
27664,2005-06-04,Scotland,Moldova,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland
27665,2005-06-04,Serbia,Belgium,0,0,FIFA World Cup qualification,Belgrade,Serbia and Montenegro,True,Draw
27667,2005-06-04,Spain,Lithuania,1,0,FIFA World Cup qualification,Valencia,Spain,False,Spain
27670,2005-06-04,Turkey,Greece,0,0,FIFA World Cup qualification,Istanbul,Turkey,False,Draw
27687,2005-06-08,Belarus,Scotland,0,0,FIFA World Cup qualification,Minsk,Belarus,False,Draw
27693,2005-06-08,Estonia,Portugal,0,1,FIFA World Cup qualification,Tallinn,Estonia,False,Portugal
27695,2005-06-08,Finland,Netherlands,0,4,FIFA World Cup qualification,Helsinki,Finland,False,Netherlands
27696,2005-06-08,Germany,Russia,2,2,Friendly,Mönchengladbach,Germany,False,Draw
27697,2005-06-08,Greece,Ukraine,0,1,FIFA World Cup qualification,Piraeus,Greece,False,Ukraine
27700,2005-06-08,Italy,Serbia,1,1,Friendly,Toronto,Canada,True,Draw
27713,2005-06-08,Spain,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Valencia,Spain,False,Draw
27718,2005-06-11,Ecuador,Italy,1,1,Friendly,East Rutherford,United States,True,Draw
27728,2005-06-15,Germany,Australia,4,3,Confederations Cup,Frankfurt am Main,Germany,False,Germany
27729,2005-06-16,Brazil,Greece,3,0,Confederations Cup,Leipzig,Germany,True,Brazil
27735,2005-06-18,Germany,Tunisia,3,0,Confederations Cup,Cologne,Germany,False,Germany
27747,2005-06-19,Greece,Japan,0,1,Confederations Cup,Frankfurt am Main,Germany,True,Japan
27752,2005-06-21,Germany,Argentina,2,2,Confederations Cup,Nuremberg,Germany,False,Draw
27754,2005-06-22,Greece,Mexico,0,0,Confederations Cup,Frankfurt am Main,Germany,True,Draw
27756,2005-06-25,Germany,Brazil,2,3,Confederations Cup,Nuremberg,Germany,False,Brazil
27760,2005-06-29,Germany,Mexico,4,3,Confederations Cup,Leipzig,Germany,False,Germany
27838,2005-08-17,Austria,Scotland,2,2,Friendly,Graz,Austria,False,Draw
27840,2005-08-17,Belgium,Greece,2,0,Friendly,Brussels,Belgium,False,Belgium
27843,2005-08-17,Denmark,England,4,1,Friendly,Copenhagen,Denmark,False,Denmark
27847,2005-08-17,France,Ivory Coast,3,0,Friendly,Montpellier,France,False,France
27851,2005-08-17,Republic of Ireland,Italy,1,2,Friendly,Dublin,Republic of Ireland,False,Italy
27864,2005-08-17,Netherlands,Germany,2,2,Friendly,Rotterdam,Netherlands,False,Draw
27869,2005-08-17,Portugal,Egypt,2,0,Friendly,Ponta Delgada,Portugal,False,Portugal
27872,2005-08-17,Spain,Uruguay,2,0,Friendly,Gijón,Spain,False,Spain
27885,2005-09-03,Armenia,Netherlands,0,1,FIFA World Cup qualification,Yerevan,Armenia,False,Netherlands
27888,2005-09-03,Bosnia and Herzegovina,Belgium,1,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Bosnia and Herzegovina
27891,2005-09-03,France,Faroe Islands,3,0,FIFA World Cup qualification,Lens,France,False,France
27903,2005-09-03,Portugal,Luxembourg,6,0,FIFA World Cup qualification,Faro,Portugal,False,Portugal
27906,2005-09-03,Scotland,Italy,1,1,FIFA World Cup qualification,Glasgow,Scotland,False,Draw
27908,2005-09-03,Slovakia,Germany,2,0,Friendly,Bratislava,Slovakia,False,Slovakia
27910,2005-09-03,Spain,Canada,2,1,Friendly,Santander,Spain,False,Spain
27917,2005-09-03,Wales,England,0,1,FIFA World Cup qualification,Cardiff,Wales,False,England
27932,2005-09-07,Belarus,Italy,1,4,FIFA World Cup qualification,Minsk,Belarus,False,Italy
27933,2005-09-07,Belgium,San Marino,8,0,FIFA World Cup qualification,Antwerp,Belgium,False,Belgium
27941,2005-09-07,Germany,South Africa,4,2,Friendly,Bremen,Germany,False,Germany
27944,2005-09-07,Republic of Ireland,France,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,France
27946,2005-09-07,Kazakhstan,Greece,1,2,FIFA World Cup qualification,Almaty,Kazakhstan,False,Greece
27953,2005-09-07,Netherlands,Andorra,4,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands
27954,2005-09-07,Northern Ireland,England,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,Northern Ireland
27955,2005-09-07,Norway,Scotland,1,2,FIFA World Cup qualification,Oslo,Norway,False,Scotland
27957,2005-09-07,Russia,Portugal,0,0,FIFA World Cup qualification,Moscow,Russia,False,Draw
27958,2005-09-07,Spain,Serbia,1,1,FIFA World Cup qualification,Madrid,Spain,False,Draw
27970,2005-10-08,Belgium,Spain,0,2,FIFA World Cup qualification,Brussels,Belgium,False,Spain
27981,2005-10-08,Czech Republic,Netherlands,0,2,FIFA World Cup qualification,Prague,Czech Republic,False,Netherlands
27982,2005-10-08,Denmark,Greece,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark
27984,2005-10-08,England,Austria,1,0,FIFA World Cup qualification,Manchester,England,False,England
27989,2005-10-08,Italy,Slovenia,1,0,FIFA World Cup qualification,Palermo,Italy,False,Italy
27998,2005-10-08,Portugal,Liechtenstein,2,1,FIFA World Cup qualification,Aveiro,Portugal,False,Portugal
28001,2005-10-08,Scotland,Belarus,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,Belarus
28006,2005-10-08,Switzerland,France,1,1,FIFA World Cup qualification,Berne,Switzerland,False,Draw
28008,2005-10-08,Turkey,Germany,2,1,Friendly,Istanbul,Turkey,False,Turkey
28027,2005-10-12,England,Poland,2,1,FIFA World Cup qualification,Manchester,England,False,England
28029,2005-10-12,France,Cyprus,4,0,FIFA World Cup qualification,Saint-Denis,France,False,France
28030,2005-10-12,Germany,China PR,1,0,Friendly,Hamburg,Germany,False,Germany
28031,2005-10-12,Greece,Georgia,1,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece
28035,2005-10-12,Italy,Moldova,2,1,FIFA World Cup qualification,Lecce,Italy,False,Italy
28038,2005-10-12,Lithuania,Belgium,1,1,FIFA World Cup qualification,Vilnius,Lithuania,False,Draw
28041,2005-10-12,Netherlands,North Macedonia,0,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Draw
28044,2005-10-12,Portugal,Latvia,3,0,FIFA World Cup qualification,Porto,Portugal,False,Portugal
28045,2005-10-12,San Marino,Spain,0,6,FIFA World Cup qualification,Serravalle,San Marino,False,Spain
28048,2005-10-12,Slovenia,Scotland,0,3,FIFA World Cup qualification,Celje,Slovenia,False,Scotland
28062,2005-11-09,France,Costa Rica,3,2,Friendly,Fort-de-France,Martinique,True,France
28069,2005-11-12,England,Argentina,3,2,Friendly,Geneva,Switzerland,True,England
28071,2005-11-12,France,Germany,0,0,Friendly,Saint-Denis,France,False,Draw
28074,2005-11-12,Netherlands,Italy,1,3,Friendly,Amsterdam,Netherlands,False,Italy
28076,2005-11-12,Portugal,Croatia,2,0,Friendly,Coimbra,Portugal,False,Portugal
28078,2005-11-12,Scotland,United States,1,1,Friendly,Glasgow,Scotland,False,Draw
28080,2005-11-12,Spain,Slovakia,5,1,FIFA World Cup qualification,Madrid,Spain,False,Spain
28090,2005-11-15,Northern Ireland,Portugal,1,1,Friendly,Belfast,Northern Ireland,False,Draw
28097,2005-11-16,Greece,Hungary,2,1,Friendly,Piraeus,Greece,False,Greece
28098,2005-11-16,Ivory Coast,Italy,1,1,Friendly,Geneva,Switzerland,True,Draw
28107,2005-11-16,Slovakia,Spain,1,1,FIFA World Cup qualification,Bratislava,Slovakia,False,Draw
28199,2006-01-21,Greece,South Korea,1,1,Friendly,Riyadh,Saudi Arabia,True,Draw
28216,2006-01-25,Saudi Arabia,Greece,1,1,Friendly,Riyadh,Saudi Arabia,False,Draw
28285,2006-02-28,Greece,Belarus,1,0,Cyprus International Tournament,Limassol,Cyprus,True,Greece
28293,2006-03-01,England,Uruguay,2,1,Friendly,Liverpool,England,False,England
28295,2006-03-01,France,Slovakia,1,2,Friendly,Saint-Denis,France,False,Slovakia
28301,2006-03-01,Italy,Germany,4,1,Friendly,Florence,Italy,False,Italy
28302,2006-03-01,Kazakhstan,Greece,0,2,Cyprus International Tournament,Nicosia,Cyprus,True,Greece
28305,2006-03-01,Luxembourg,Belgium,0,2,Friendly,Luxembourg,Luxembourg,False,Belgium
28309,2006-03-01,Netherlands,Ecuador,1,0,Friendly,Amsterdam,Netherlands,False,Netherlands
28317,2006-03-01,Saudi Arabia,Portugal,0,3,Friendly,Düsseldorf,Germany,True,Portugal
28318,2006-03-01,Scotland,Switzerland,1,3,Friendly,Glasgow,Scotland,False,Switzerland
28321,2006-03-01,Spain,Ivory Coast,3,2,Friendly,Valladolid,Spain,False,Spain
28328,2006-03-22,Germany,United States,4,1,Friendly,Dortmund,Germany,False,Germany
28379,2006-05-11,Belgium,Saudi Arabia,2,1,Friendly,Sittard,Netherlands,True,Belgium
28380,2006-05-11,Bulgaria,Scotland,1,5,Kirin Cup,Kobe,Japan,True,Scotland
28382,2006-05-13,Japan,Scotland,0,0,Kirin Cup,Saitama,Japan,False,Draw
28389,2006-05-20,Slovakia,Belgium,1,1,Friendly,Trnava,Slovakia,False,Draw
28399,2006-05-24,Belgium,Turkey,3,3,Friendly,Genk,Belgium,False,Draw
28405,2006-05-25,Australia,Greece,1,0,Friendly,Melbourne,Australia,False,Australia
28413,2006-05-27,France,Mexico,1,0,Friendly,Saint-Denis,France,False,France
28415,2006-05-27,Germany,Luxembourg,7,0,Friendly,Freiburg,Germany,False,Germany
28416,2006-05-27,Netherlands,Cameroon,1,0,Friendly,Rotterdam,Netherlands,False,Netherlands
28417,2006-05-27,Portugal,Cape Verde,4,1,Friendly,Évora,Portugal,False,Portugal
28420,2006-05-27,Spain,Russia,0,0,Friendly,Albacete,Spain,False,Draw
28435,2006-05-30,England,Hungary,3,1,Friendly,Manchester,England,False,England
28436,2006-05-30,Germany,Japan,2,2,Friendly,Leverkusen,Germany,False,Draw
28443,2006-05-31,France,Denmark,2,0,Friendly,Lens,France,False,France
28451,2006-05-31,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,False,Draw
28452,2006-06-01,Netherlands,Mexico,2,1,Friendly,Eindhoven,Netherlands,False,Netherlands
28457,2006-06-02,Germany,Colombia,3,0,Friendly,Mönchengladbach,Germany,False,Germany
28458,2006-06-02,Italy,Ukraine,0,0,Friendly,Lausanne,Switzerland,True,Draw
28465,2006-06-03,England,Jamaica,6,0,Friendly,Manchester,England,False,England
28466,2006-06-03,Luxembourg,Portugal,0,3,Friendly,Metz,France,True,Portugal
28471,2006-06-03,Spain,Egypt,2,0,Friendly,Elche,Spain,False,Spain
28478,2006-06-04,Netherlands,Australia,1,1,Friendly,Rotterdam,Netherlands,False,Draw
28483,2006-06-07,France,China PR,3,1,Friendly,Saint-Étienne,France,False,France
28484,2006-06-07,Spain,Croatia,2,1,Friendly,Geneva,Switzerland,True,Spain
28486,2006-06-09,Germany,Costa Rica,4,2,FIFA World Cup,Munich,Germany,False,Germany
28489,2006-06-10,England,Paraguay,1,0,FIFA World Cup,Frankfurt am Main,Germany,True,England
28491,2006-06-11,Angola,Portugal,0,1,FIFA World Cup,Cologne,Germany,True,Portugal
28493,2006-06-11,Serbia,Netherlands,0,1,FIFA World Cup,Leipzig,Germany,True,Netherlands
28495,2006-06-12,Italy,Ghana,2,0,FIFA World Cup,Hanover,Germany,True,Italy
28498,2006-06-13,France,Switzerland,0,0,FIFA World Cup,Stuttgart,Germany,True,Draw
28500,2006-06-14,Germany,Poland,1,0,FIFA World Cup,Dortmund,Germany,False,Germany
28501,2006-06-14,Spain,Ukraine,4,0,FIFA World Cup,Leipzig,Germany,True,Spain
28504,2006-06-15,England,Trinidad and Tobago,2,0,FIFA World Cup,Nuremberg,Germany,True,England
28508,2006-06-16,Netherlands,Ivory Coast,2,1,FIFA World Cup,Stuttgart,Germany,True,Netherlands
28510,2006-06-17,Italy,United States,1,1,FIFA World Cup,Kaiserslautern,Germany,True,Draw
28511,2006-06-17,Portugal,Iran,2,0,FIFA World Cup,Frankfurt am Main,Germany,True,Portugal
28513,2006-06-18,France,South Korea,1,1,FIFA World Cup,Leipzig,Germany,True,Draw
28516,2006-06-19,Spain,Tunisia,3,1,FIFA World Cup,Stuttgart,Germany,True,Spain
28519,2006-06-20,Germany,Ecuador,3,0,FIFA World Cup,Berlin,Germany,False,Germany
28521,2006-06-20,Sweden,England,2,2,FIFA World Cup,Cologne,Germany,True,Draw
28524,2006-06-21,Netherlands,Argentina,0,0,FIFA World Cup,Frankfurt am Main,Germany,True,Draw
28525,2006-06-21,Portugal,Mexico,2,1,FIFA World Cup,Gelsenkirchen,Germany,True,Portugal
28527,2006-06-22,Czech Republic,Italy,0,2,FIFA World Cup,Hamburg,Germany,True,Italy
28530,2006-06-23,Saudi Arabia,Spain,0,1,FIFA World Cup,Kaiserslautern,Germany,True,Spain
28532,2006-06-23,Togo,France,0,2,FIFA World Cup,Cologne,Germany,True,France
28535,2006-06-24,Germany,Sweden,2,0,FIFA World Cup,Munich,Germany,False,Germany
28538,2006-06-25,England,Ecuador,1,0,FIFA World Cup,Stuttgart,Germany,True,England
28540,2006-06-25,Portugal,Netherlands,1,0,FIFA World Cup,Nuremberg,Germany,True,Portugal
28542,2006-06-26,Italy,Australia,1,0,FIFA World Cup,Kaiserslautern,Germany,True,Italy
28546,2006-06-27,Spain,France,1,3,FIFA World Cup,Hanover,Germany,True,France
28548,2006-06-30,Germany,Argentina,1,1,FIFA World Cup,Berlin,Germany,False,Draw
28549,2006-06-30,Italy,Ukraine,3,0,FIFA World Cup,Hamburg,Germany,True,Italy
28551,2006-07-01,Brazil,France,0,1,FIFA World Cup,Frankfurt am Main,Germany,True,France
28552,2006-07-01,England,Portugal,0,0,FIFA World Cup,Gelsenkirchen,Germany,True,Draw
28554,2006-07-04,Germany,Italy,0,2,FIFA World Cup,Dortmund,Germany,False,Italy
28556,2006-07-05,Portugal,France,0,1,FIFA World Cup,Munich,Germany,True,France
28558,2006-07-08,Germany,Portugal,3,1,FIFA World Cup,Stuttgart,Germany,False,Germany
28560,2006-07-09,Italy,France,1,1,FIFA World Cup,Berlin,Germany,True,Draw
28587,2006-08-15,Iceland,Spain,0,0,Friendly,Reykjavík,Iceland,False,Draw
28596,2006-08-16,Belgium,Kazakhstan,0,0,UEFA Euro qualification,Brussels,Belgium,False,Draw
28597,2006-08-16,Bosnia and Herzegovina,France,1,2,Friendly,Sarajevo,Bosnia and Herzegovina,False,France
28604,2006-08-16,England,Greece,4,0,Friendly,Manchester,England,False,England
28608,2006-08-16,Germany,Sweden,3,0,Friendly,Gelsenkirchen,Germany,False,Germany
28612,2006-08-16,Republic of Ireland,Netherlands,0,4,Friendly,Dublin,Republic of Ireland,False,Netherlands
28613,2006-08-16,Italy,Croatia,0,2,Friendly,Livorno,Italy,False,Croatia
28645,2006-09-01,Denmark,Portugal,4,2,Friendly,Brøndby,Denmark,False,Denmark
28654,2006-09-02,England,Andorra,5,0,UEFA Euro qualification,Manchester,England,False,England
28657,2006-09-02,Georgia,France,0,3,UEFA Euro qualification,Tbilisi,Georgia,False,France
28658,2006-09-02,Germany,Republic of Ireland,1,0,UEFA Euro qualification,Stuttgart,Germany,False,Germany
28660,2006-09-02,Italy,Lithuania,1,1,UEFA Euro qualification,Naples,Italy,False,Draw
28664,2006-09-02,Luxembourg,Netherlands,0,1,UEFA Euro qualification,Luxembourg,Luxembourg,False,Netherlands
28666,2006-09-02,Moldova,Greece,0,1,UEFA Euro qualification,Chișinău,Moldova,False,Greece
28671,2006-09-02,Scotland,Faroe Islands,6,0,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
28676,2006-09-02,Spain,Liechtenstein,4,0,UEFA Euro qualification,Badajoz,Spain,False,Spain
28700,2006-09-06,Armenia,Belgium,0,1,UEFA Euro qualification,Yerevan,Armenia,False,Belgium
28708,2006-09-06,Finland,Portugal,1,1,UEFA Euro qualification,Helsinki,Finland,False,Draw
28709,2006-09-06,France,Italy,3,1,UEFA Euro qualification,Saint-Denis,France,False,France
28718,2006-09-06,Lithuania,Scotland,1,2,UEFA Euro qualification,Kaunas,Lithuania,False,Scotland
28720,2006-09-06,North Macedonia,England,0,1,UEFA Euro qualification,Skopje,North Macedonia,False,England
28721,2006-09-06,Netherlands,Belarus,3,0,UEFA Euro qualification,Eindhoven,Netherlands,False,Netherlands
28722,2006-09-06,Northern Ireland,Spain,3,2,UEFA Euro qualification,Belfast,Northern Ireland,False,Northern Ireland
28728,2006-09-06,San Marino,Germany,0,13,UEFA Euro qualification,Serravalle,San Marino,False,Germany
28780,2006-10-07,Bulgaria,Netherlands,1,1,UEFA Euro qualification,Sofia,Bulgaria,False,Draw
28789,2006-10-07,England,North Macedonia,0,0,UEFA Euro qualification,Manchester,England,False,Draw
28792,2006-10-07,Germany,Georgia,2,0,Friendly,Rostock,Germany,False,Germany
28793,2006-10-07,Greece,Norway,1,0,UEFA Euro qualification,Piraeus,Greece,False,Greece
28796,2006-10-07,Italy,Ukraine,2,0,UEFA Euro qualification,Rome,Italy,False,Italy
28803,2006-10-07,Portugal,Azerbaijan,3,0,UEFA Euro qualification,Porto,Portugal,False,Portugal
28806,2006-10-07,Scotland,France,1,0,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
28807,2006-10-07,Serbia,Belgium,1,0,UEFA Euro qualification,Belgrade,Serbia,False,Serbia
28810,2006-10-07,Sweden,Spain,2,0,UEFA Euro qualification,Solna,Sweden,False,Sweden
28835,2006-10-11,Belgium,Azerbaijan,3,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium
28836,2006-10-11,Bosnia and Herzegovina,Greece,0,4,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,Greece
28837,2006-10-11,Croatia,England,2,0,UEFA Euro qualification,Zagreb,Croatia,False,Croatia
28838,2006-10-11,France,Faroe Islands,5,0,UEFA Euro qualification,Montbéliard,France,False,France
28839,2006-10-11,Georgia,Italy,1,3,UEFA Euro qualification,Tbilisi,Georgia,False,Italy
28850,2006-10-11,Netherlands,Albania,2,1,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands
28856,2006-10-11,Poland,Portugal,2,1,UEFA Euro qualification,Chorzów,Poland,False,Poland
28861,2006-10-11,Slovakia,Germany,1,4,UEFA Euro qualification,Bratislava,Slovakia,False,Germany
28862,2006-10-11,Spain,Argentina,2,1,Friendly,Murcia,Spain,False,Spain
28865,2006-10-11,Ukraine,Scotland,2,0,UEFA Euro qualification,Kyiv,Ukraine,False,Ukraine
28893,2006-11-15,Belgium,Poland,0,1,UEFA Euro qualification,Brussels,Belgium,False,Poland
28898,2006-11-15,Cyprus,Germany,1,1,UEFA Euro qualification,Nicosia,Cyprus,False,Draw
