,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
31710,2009-09-09,England,Croatia,5,1,FIFA World Cup qualification,London,England,False,England
31712,2009-09-09,Germany,Azerbaijan,4,0,FIFA World Cup qualification,Hanover,Germany,False,Germany
31713,2009-09-09,Hungary,Portugal,0,1,FIFA World Cup qualification,Budapest,Hungary,False,Portugal
31716,2009-09-09,Italy,Bulgaria,2,0,FIFA World Cup qualification,Turin,Italy,False,Italy
31723,2009-09-09,Moldova,Greece,1,1,FIFA World Cup qualification,Chișinău,Moldova,False,Draw
31730,2009-09-09,Scotland,Netherlands,0,1,FIFA World Cup qualification,Glasgow,Scotland,False,Netherlands
31731,2009-09-09,Serbia,France,1,1,FIFA World Cup qualification,Belgrade,Serbia,False,Draw
31733,2009-09-09,Spain,Estonia,3,0,FIFA World Cup qualification,Mérida,Spain,False,Spain
31751,2009-10-10,Armenia,Spain,1,2,FIFA World Cup qualification,Yerevan,Armenia,False,Spain
31752,2009-10-10,Australia,Netherlands,0,0,Friendly,Sydney,Australia,False,Draw
31756,2009-10-10,Belgium,Turkey,2,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
31766,2009-10-10,France,Faroe Islands,5,0,FIFA World Cup qualification,Guingamp,France,False,France
31768,2009-10-10,Greece,Latvia,5,2,FIFA World Cup qualification,Athens,Greece,False,Greece
31770,2009-10-10,Republic of Ireland,Italy,2,2,FIFA World Cup qualification,Dublin,Republic of Ireland,False,Draw
31772,2009-10-10,Japan,Scotland,2,0,Friendly,Yokohama,Japan,False,Japan
31781,2009-10-10,Portugal,Hungary,3,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal
31782,2009-10-10,Russia,Germany,0,1,FIFA World Cup qualification,Moscow,Russia,False,Germany
31785,2009-10-10,Ukraine,England,1,0,FIFA World Cup qualification,Dnipropetrovs'k,Ukraine,False,Ukraine
31802,2009-10-14,Bosnia and Herzegovina,Spain,2,5,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Spain
31809,2009-10-14,England,Belarus,3,0,FIFA World Cup qualification,London,England,False,England
31810,2009-10-14,Estonia,Belgium,2,0,FIFA World Cup qualification,Tallinn,Estonia,False,Estonia
31811,2009-10-14,France,Austria,3,1,FIFA World Cup qualification,Saint-Denis,France,False,France
31812,2009-10-14,Germany,Finland,1,1,FIFA World Cup qualification,Hamburg,Germany,False,Draw
31813,2009-10-14,Greece,Luxembourg,2,1,FIFA World Cup qualification,Athens,Greece,False,Greece
31815,2009-10-14,Italy,Cyprus,3,2,FIFA World Cup qualification,Parma,Italy,False,Italy
31825,2009-10-14,Portugal,Malta,4,0,FIFA World Cup qualification,Guimarães,Portugal,False,Portugal
31875,2009-11-14,Belgium,Hungary,3,0,Friendly,Ghent,Belgium,False,Belgium
31876,2009-11-14,Brazil,England,1,0,Friendly,Doha,Qatar,True,Brazil
31883,2009-11-14,Greece,Ukraine,0,0,FIFA World Cup qualification,Athens,Greece,False,Draw
31886,2009-11-14,Republic of Ireland,France,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,France
31887,2009-11-14,Italy,Netherlands,0,0,Friendly,Pescara,Italy,False,Draw
31900,2009-11-14,Portugal,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal
31907,2009-11-14,Spain,Argentina,2,1,Friendly,Madrid,Spain,False,Spain
31913,2009-11-14,Wales,Scotland,3,0,Friendly,Cardiff,Wales,False,Wales
31917,2009-11-17,Belgium,Qatar,2,0,Friendly,Sedan,France,True,Belgium
31923,2009-11-18,Austria,Spain,1,5,Friendly,Vienna,Austria,False,Spain
31926,2009-11-18,Bosnia and Herzegovina,Portugal,0,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,Portugal
31928,2009-11-18,France,Republic of Ireland,1,1,FIFA World Cup qualification,Saint-Denis,France,False,Draw
31929,2009-11-18,Germany,Ivory Coast,2,2,Friendly,Gelsenkirchen,Germany,False,Draw
31934,2009-11-18,Italy,Sweden,1,0,Friendly,Cesena,Italy,False,Italy
31939,2009-11-18,Netherlands,Paraguay,0,0,Friendly,Heerenveen,Netherlands,False,Draw
31944,2009-11-18,Ukraine,Greece,0,1,FIFA World Cup qualification,Donets'k,Ukraine,False,Greece
32099,2010-03-03,Belgium,Croatia,0,1,Friendly,Brussels,Belgium,False,Croatia
32103,2010-03-03,England,Egypt,3,1,Friendly,London,England,False,England
32104,2010-03-03,France,Spain,0,2,Friendly,Saint-Denis,France,False,Spain
32106,2010-03-03,Germany,Argentina,0,1,Friendly,Munich,Germany,False,Argentina
32107,2010-03-03,Greece,Senegal,0,2,Friendly,Vólos,Greece,False,Senegal
32111,2010-03-03,Italy,Cameroon,0,0,Friendly,Monaco,Monaco,True,Draw
32122,2010-03-03,Netherlands,United States,2,1,Friendly,Amsterdam,Netherlands,False,Netherlands
32126,2010-03-03,Portugal,China PR,2,0,Friendly,Coimbra,Portugal,False,Portugal
32128,2010-03-03,Scotland,Czech Republic,1,0,Friendly,Glasgow,Scotland,False,Scotland
32159,2010-05-13,Germany,Malta,3,0,Friendly,Aachen,Germany,False,Germany
32167,2010-05-19,Belgium,Bulgaria,2,1,Friendly,Brussels,Belgium,False,Belgium
32179,2010-05-24,England,Mexico,3,1,Friendly,London,England,False,England
32181,2010-05-24,Portugal,Cape Verde,0,0,Friendly,Covilhã,Portugal,False,Draw
32185,2010-05-25,Greece,North Korea,2,2,Friendly,Altach,Austria,True,Draw
32194,2010-05-26,France,Costa Rica,2,1,Friendly,Lens,France,False,France
32195,2010-05-26,Netherlands,Mexico,2,1,Friendly,Freiburg,Germany,True,Netherlands
32203,2010-05-29,Hungary,Germany,0,3,Friendly,Budapest,Hungary,False,Germany
32210,2010-05-29,Spain,Saudi Arabia,3,2,Friendly,Innsbruck,Austria,True,Spain
32219,2010-05-30,Japan,England,1,2,Friendly,Graz,Austria,True,England
32223,2010-05-30,Tunisia,France,1,1,Friendly,Radès,Tunisia,False,Draw
32228,2010-06-01,Netherlands,Ghana,4,1,Friendly,Rotterdam,Netherlands,False,Netherlands
32229,2010-06-01,Portugal,Cameroon,3,1,Friendly,Covilhã,Portugal,False,Portugal
32236,2010-06-02,Greece,Paraguay,0,2,Friendly,Winterthur,Switzerland,True,Paraguay
32243,2010-06-03,Germany,Bosnia and Herzegovina,3,1,Friendly,Frankfurt am Main,Germany,False,Germany
32244,2010-06-03,Italy,Mexico,1,2,Friendly,Brussels,Belgium,True,Mexico
32245,2010-06-03,Spain,South Korea,1,0,Friendly,Innsbruck,Austria,True,Spain
32246,2010-06-04,France,China PR,0,1,Friendly,Saint-Pierre,Réunion,True,China PR
32257,2010-06-05,Netherlands,Hungary,6,1,Friendly,Amsterdam,Netherlands,False,Netherlands
32262,2010-06-05,Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,False,Draw
32267,2010-06-08,Mozambique,Portugal,0,3,Friendly,Johannesburg,South Africa,True,Portugal
32268,2010-06-08,Spain,Poland,6,0,Friendly,Murcia,Spain,False,Spain
32270,2010-06-11,Uruguay,France,0,0,FIFA World Cup,Cape Town,South Africa,True,Draw
32272,2010-06-12,England,United States,1,1,FIFA World Cup,Rustenburg,South Africa,True,Draw
32273,2010-06-12,South Korea,Greece,2,0,FIFA World Cup,Port Elizabeth,South Africa,True,South Korea
32275,2010-06-13,Germany,Australia,4,0,FIFA World Cup,Durban,South Africa,True,Germany
32277,2010-06-14,Italy,Paraguay,1,1,FIFA World Cup,Cape Town,South Africa,True,Draw
32279,2010-06-14,Netherlands,Denmark,2,0,FIFA World Cup,Johannesburg,South Africa,True,Netherlands
32281,2010-06-15,Ivory Coast,Portugal,0,0,FIFA World Cup,Port Elizabeth,South Africa,True,Draw
32285,2010-06-16,Spain,Switzerland,0,1,FIFA World Cup,Durban,South Africa,True,Switzerland
32287,2010-06-17,France,Mexico,0,2,FIFA World Cup,Polokwane,South Africa,True,Mexico
32288,2010-06-17,Greece,Nigeria,2,1,FIFA World Cup,Bloemfontein,South Africa,True,Greece
32289,2010-06-18,England,Algeria,0,0,FIFA World Cup,Cape Town,South Africa,True,Draw
32290,2010-06-18,Germany,Serbia,0,1,FIFA World Cup,Port Elizabeth,South Africa,True,Serbia
32296,2010-06-19,Netherlands,Japan,1,0,FIFA World Cup,Durban,South Africa,True,Netherlands
32300,2010-06-20,Italy,New Zealand,1,1,FIFA World Cup,Nelspruit,South Africa,True,Draw
32305,2010-06-21,Portugal,North Korea,7,0,FIFA World Cup,Cape Town,South Africa,True,Portugal
32306,2010-06-21,Spain,Honduras,2,0,FIFA World Cup,Johannesburg,South Africa,True,Spain
32307,2010-06-22,Greece,Argentina,0,2,FIFA World Cup,Polokwane,South Africa,True,Argentina
32310,2010-06-22,South Africa,France,2,1,FIFA World Cup,Bloemfontein,South Africa,False,South Africa
32312,2010-06-23,Ghana,Germany,0,1,FIFA World Cup,Johannesburg,South Africa,True,Germany
32313,2010-06-23,Slovenia,England,0,1,FIFA World Cup,Port Elizabeth,South Africa,True,England
32315,2010-06-24,Cameroon,Netherlands,1,2,FIFA World Cup,Cape Town,South Africa,True,Netherlands
32318,2010-06-24,Slovakia,Italy,3,2,FIFA World Cup,Johannesburg,South Africa,True,Slovakia
32319,2010-06-25,Chile,Spain,1,2,FIFA World Cup,Pretoria,South Africa,True,Spain
32321,2010-06-25,Portugal,Brazil,0,0,FIFA World Cup,Durban,South Africa,True,Draw
32327,2010-06-27,Germany,England,4,1,FIFA World Cup,Bloemfontein,South Africa,True,Germany
32329,2010-06-28,Netherlands,Slovakia,2,1,FIFA World Cup,Durban,South Africa,True,Netherlands
32331,2010-06-29,Spain,Portugal,1,0,FIFA World Cup,Cape Town,South Africa,True,Spain
32334,2010-07-02,Netherlands,Brazil,2,1,FIFA World Cup,Port Elizabeth,South Africa,True,Netherlands
32336,2010-07-03,Argentina,Germany,0,4,FIFA World Cup,Cape Town,South Africa,True,Germany
32337,2010-07-03,Paraguay,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True,Spain
32338,2010-07-06,Uruguay,Netherlands,2,3,FIFA World Cup,Cape Town,South Africa,True,Netherlands
32339,2010-07-07,Germany,Spain,0,1,FIFA World Cup,Durban,South Africa,True,Spain
32342,2010-07-10,Uruguay,Germany,2,3,FIFA World Cup,Port Elizabeth,South Africa,True,Germany
32343,2010-07-11,Netherlands,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,True,Spain
32347,2010-08-10,Italy,Ivory Coast,0,1,Friendly,London,England,True,Ivory Coast
32362,2010-08-11,Denmark,Germany,2,2,Friendly,Copenhagen,Denmark,False,Draw
32364,2010-08-11,England,Hungary,2,1,Friendly,London,England,False,England
32366,2010-08-11,Finland,Belgium,1,0,Friendly,Turku,Finland,False,Finland
32376,2010-08-11,Mexico,Spain,1,1,Friendly,Mexico City,Mexico,False,Draw
32381,2010-08-11,Norway,France,2,1,Friendly,Oslo,Norway,False,Norway
32388,2010-08-11,Serbia,Greece,0,1,Friendly,Belgrade,Serbia,False,Greece
32392,2010-08-11,Sweden,Scotland,3,0,Friendly,Solna,Sweden,False,Sweden
32398,2010-08-11,Ukraine,Netherlands,1,1,Friendly,Donets'k,Ukraine,False,Draw
32411,2010-09-03,Belgium,Germany,0,1,UEFA Euro qualification,Brussels,Belgium,False,Germany
32413,2010-09-03,England,Bulgaria,4,0,UEFA Euro qualification,London,England,False,England
32414,2010-09-03,Estonia,Italy,1,2,UEFA Euro qualification,Tallinn,Estonia,False,Italy
32416,2010-09-03,France,Belarus,0,1,UEFA Euro qualification,Saint-Denis,France,False,Belarus
32417,2010-09-03,Greece,Georgia,1,1,UEFA Euro qualification,Piraeus,Greece,False,Draw
32422,2010-09-03,Liechtenstein,Spain,0,4,UEFA Euro qualification,Vaduz,Liechtenstein,False,Spain
32423,2010-09-03,Lithuania,Scotland,0,0,UEFA Euro qualification,Kaunas,Lithuania,False,Draw
32429,2010-09-03,Portugal,Cyprus,4,4,UEFA Euro qualification,Guimarães,Portugal,False,Draw
32432,2010-09-03,San Marino,Netherlands,0,5,UEFA Euro qualification,Serravalle,San Marino,False,Netherlands
32466,2010-09-07,Argentina,Spain,4,1,Friendly,Buenos Aires,Argentina,False,Argentina
32470,2010-09-07,Bosnia and Herzegovina,France,0,2,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,France
32474,2010-09-07,Croatia,Greece,0,0,UEFA Euro qualification,Zagreb,Croatia,False,Draw
32480,2010-09-07,Germany,Azerbaijan,6,1,UEFA Euro qualification,Cologne,Germany,False,Germany
32483,2010-09-07,Italy,Faroe Islands,5,0,UEFA Euro qualification,Florence,Italy,False,Italy
32490,2010-09-07,Netherlands,Finland,2,1,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands
32491,2010-09-07,Norway,Portugal,1,0,UEFA Euro qualification,Oslo,Norway,False,Norway
32496,2010-09-07,Scotland,Liechtenstein,2,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
32499,2010-09-07,Switzerland,England,1,3,UEFA Euro qualification,Basel,Switzerland,False,England
32500,2010-09-07,Turkey,Belgium,3,2,UEFA Euro qualification,Istanbul,Turkey,False,Turkey
32564,2010-10-08,Czech Republic,Scotland,1,0,UEFA Euro qualification,Prague,Czech Republic,False,Czech Republic
32566,2010-10-08,Germany,Turkey,3,0,UEFA Euro qualification,Berlin,Germany,False,Germany
32567,2010-10-08,Greece,Latvia,1,0,UEFA Euro qualification,Piraeus,Greece,False,Greece
32573,2010-10-08,Kazakhstan,Belgium,0,2,UEFA Euro qualification,Astana,Kazakhstan,False,Belgium
32576,2010-10-08,Moldova,Netherlands,0,1,UEFA Euro qualification,Chișinău,Moldova,False,Netherlands
32579,2010-10-08,Northern Ireland,Italy,0,0,UEFA Euro qualification,Belfast,Northern Ireland,False,Draw
32583,2010-10-08,Portugal,Denmark,3,1,UEFA Euro qualification,Porto,Portugal,False,Portugal
32586,2010-10-08,Spain,Lithuania,3,1,UEFA Euro qualification,Salamanca,Spain,False,Spain
32596,2010-10-09,France,Romania,2,0,UEFA Euro qualification,Saint-Denis,France,False,France
32626,2010-10-12,Belgium,Austria,4,4,UEFA Euro qualification,Brussels,Belgium,False,Draw
32633,2010-10-12,England,Montenegro,0,0,UEFA Euro qualification,London,England,False,Draw
32638,2010-10-12,France,Luxembourg,2,0,UEFA Euro qualification,Metz,France,False,France
32639,2010-10-12,Greece,Israel,2,1,UEFA Euro qualification,Piraeus,Greece,False,Greece
32641,2010-10-12,Iceland,Portugal,1,3,UEFA Euro qualification,Reykjavík,Iceland,False,Portugal
32643,2010-10-12,Italy,Serbia,3,0,UEFA Euro qualification,Genoa,Italy,False,Italy
32644,2010-10-12,Kazakhstan,Germany,0,3,UEFA Euro qualification,Astana,Kazakhstan,False,Germany
32651,2010-10-12,Netherlands,Sweden,4,1,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands
32659,2010-10-12,Scotland,Spain,2,3,UEFA Euro qualification,Glasgow,Scotland,False,Spain
32713,2010-11-16,Scotland,Faroe Islands,3,0,Friendly,Aberdeen,Scotland,False,Scotland
32716,2010-11-17,Austria,Greece,1,2,Friendly,Vienna,Austria,False,Greece
32727,2010-11-17,England,France,1,2,Friendly,London,England,False,France
32737,2010-11-17,Italy,Romania,1,1,Friendly,Klagenfurt,Austria,True,Draw
32745,2010-11-17,Netherlands,Turkey,1,0,Friendly,Amsterdam,Netherlands,False,Netherlands
32750,2010-11-17,Portugal,Spain,4,0,Friendly,Lisbon,Portugal,False,Portugal
32751,2010-11-17,Russia,Belgium,0,2,Friendly,Voronezh,Russia,False,Belgium
32756,2010-11-17,Sweden,Germany,0,0,Friendly,Gothenburg,Sweden,False,Draw
32930,2011-02-09,Argentina,Portugal,2,1,Friendly,Geneva,Switzerland,True,Argentina
32934,2011-02-09,Belgium,Finland,1,1,Friendly,Ghent,Belgium,False,Draw
32940,2011-02-09,Denmark,England,1,2,Friendly,Copenhagen,Denmark,False,England
32942,2011-02-09,France,Brazil,1,0,Friendly,Saint-Denis,France,False,France
32943,2011-02-09,Germany,Italy,1,1,Friendly,Dortmund,Germany,False,Draw
32944,2011-02-09,Greece,Canada,1,0,Friendly,Lárisa,Greece,False,Greece
32959,2011-02-09,Netherlands,Austria,3,1,Friendly,Eindhoven,Netherlands,False,Netherlands
32964,2011-02-09,Scotland,Northern Ireland,3,0,Nations Cup,Dublin,Republic of Ireland,True,Scotland
32967,2011-02-09,Spain,Colombia,1,0,Friendly,Madrid,Spain,False,Spain
32996,2011-03-25,Austria,Belgium,0,2,UEFA Euro qualification,Vienna,Austria,False,Belgium
33002,2011-03-25,Hungary,Netherlands,0,4,UEFA Euro qualification,Budapest,Hungary,False,Netherlands
33006,2011-03-25,Luxembourg,France,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,France
33011,2011-03-25,Slovenia,Italy,0,1,UEFA Euro qualification,Ljubljana,Slovenia,False,Italy
33012,2011-03-25,Spain,Czech Republic,2,1,UEFA Euro qualification,Granada,Spain,False,Spain
33025,2011-03-26,Germany,Kazakhstan,4,0,UEFA Euro qualification,Kaiserslautern,Germany,False,Germany
33034,2011-03-26,Malta,Greece,0,1,UEFA Euro qualification,Attard,Malta,False,Greece
33037,2011-03-26,Portugal,Chile,1,1,Friendly,Leiria,Portugal,False,Draw
33042,2011-03-26,Wales,England,0,2,UEFA Euro qualification,Cardiff,Wales,False,England
33044,2011-03-27,Brazil,Scotland,2,0,Friendly,London,England,True,Brazil
33057,2011-03-29,Belgium,Azerbaijan,4,1,UEFA Euro qualification,Brussels,Belgium,False,Belgium
33066,2011-03-29,England,Ghana,1,1,Friendly,London,England,False,Draw
33069,2011-03-29,France,Croatia,0,0,Friendly,Saint-Denis,France,False,Draw
33070,2011-03-29,Germany,Australia,1,2,Friendly,Mönchengladbach,Germany,False,Australia
33071,2011-03-29,Greece,Poland,0,0,Friendly,Piraeus,Greece,False,Draw
33076,2011-03-29,Lithuania,Spain,1,3,UEFA Euro qualification,Kaunas,Lithuania,False,Spain
33078,2011-03-29,Netherlands,Hungary,5,3,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands
33082,2011-03-29,Portugal,Finland,2,0,Friendly,Aveiro,Portugal,False,Portugal
33089,2011-03-29,Ukraine,Italy,0,2,Friendly,Kyiv,Ukraine,False,Italy
33111,2011-05-25,Wales,Scotland,1,3,Nations Cup,Dublin,Republic of Ireland,True,Scotland
33121,2011-05-29,Germany,Uruguay,2,1,Friendly,Sinsheim,Germany,False,Germany
33122,2011-05-29,Republic of Ireland,Scotland,1,0,Nations Cup,Dublin,Republic of Ireland,False,Republic of Ireland
33134,2011-06-03,Austria,Germany,1,2,UEFA Euro qualification,Vienna,Austria,False,Germany
33135,2011-06-03,Belarus,France,1,1,UEFA Euro qualification,Minsk,Belarus,False,Draw
33136,2011-06-03,Belgium,Turkey,1,1,UEFA Euro qualification,Brussels,Belgium,False,Draw
33140,2011-06-03,Italy,Estonia,3,0,UEFA Euro qualification,Modena,Italy,False,Italy
33149,2011-06-04,Brazil,Netherlands,0,0,Friendly,Goiânia,Brazil,False,Draw
33152,2011-06-04,England,Switzerland,2,2,UEFA Euro qualification,London,England,False,Draw
33153,2011-06-04,Greece,Malta,3,1,UEFA Euro qualification,Piraeus,Greece,False,Greece
33160,2011-06-04,Portugal,Norway,1,0,UEFA Euro qualification,Lisbon,Portugal,False,Portugal
33165,2011-06-04,United States,Spain,0,4,Friendly,Foxborough,United States,False,Spain
33187,2011-06-06,Ukraine,France,1,4,Friendly,Donets'k,Ukraine,False,France
33190,2011-06-07,Azerbaijan,Germany,1,3,UEFA Euro qualification,Baku,Azerbaijan,False,Germany
33194,2011-06-07,Ecuador,Greece,1,1,Friendly,New York,United States,True,Draw
33197,2011-06-07,Italy,Republic of Ireland,0,2,Friendly,Liège,Belgium,True,Republic of Ireland
33207,2011-06-07,Venezuela,Spain,0,3,Friendly,Puerto la Cruz,Venezuela,False,Spain
33209,2011-06-08,Uruguay,Netherlands,1,1,Friendly,Montevideo,Uruguay,False,Draw
33212,2011-06-09,Poland,France,0,1,Friendly,Warsaw,Poland,False,France
33385,2011-08-10,Bosnia and Herzegovina,Greece,0,0,Friendly,Sarajevo,Bosnia and Herzegovina,False,Draw
33391,2011-08-10,France,Chile,1,1,Friendly,Montpellier,France,False,Draw
33394,2011-08-10,Germany,Brazil,3,2,Friendly,Stuttgart,Germany,False,Germany
33399,2011-08-10,Italy,Spain,2,1,Friendly,Bari,Italy,False,Italy
33413,2011-08-10,Portugal,Luxembourg,5,0,Friendly,Faro,Portugal,False,Portugal
33416,2011-08-10,Scotland,Denmark,2,1,Friendly,Glasgow,Scotland,False,Scotland
33418,2011-08-10,Slovenia,Belgium,0,0,Friendly,Ljubljana,Slovenia,False,Draw
33464,2011-09-02,Albania,France,1,2,UEFA Euro qualification,Tirana,Albania,False,France
33469,2011-09-02,Azerbaijan,Belgium,1,1,UEFA Euro qualification,Baku,Azerbaijan,False,Draw
33472,2011-09-02,Bulgaria,England,0,3,UEFA Euro qualification,Sofia,Bulgaria,False,England
33475,2011-09-02,Cyprus,Portugal,0,4,UEFA Euro qualification,Nicosia,Cyprus,False,Portugal
33479,2011-09-02,Faroe Islands,Italy,0,1,UEFA Euro qualification,Tórshavn,Faroe Islands,False,Italy
33482,2011-09-02,Germany,Austria,6,2,UEFA Euro qualification,Gelsenkirchen,Germany,False,Germany
33491,2011-09-02,Israel,Greece,0,1,UEFA Euro qualification,Jaffa,Israel,False,Greece
33497,2011-09-02,Netherlands,San Marino,11,0,UEFA Euro qualification,Eindhoven,Netherlands,False,Netherlands
33506,2011-09-02,Spain,Chile,3,2,Friendly,St. Gallen,Switzerland,True,Spain
33527,2011-09-03,Scotland,Czech Republic,2,2,UEFA Euro qualification,Glasgow,Scotland,False,Draw
33554,2011-09-06,Belgium,United States,1,0,Friendly,Brussels,Belgium,False,Belgium
33564,2011-09-06,England,Wales,1,0,UEFA Euro qualification,London,England,False,England
33566,2011-09-06,Finland,Netherlands,0,2,UEFA Euro qualification,Helsinki,Finland,False,Netherlands
33572,2011-09-06,Italy,Slovenia,1,0,UEFA Euro qualification,Florence,Italy,False,Italy
33577,2011-09-06,Latvia,Greece,1,1,UEFA Euro qualification,Riga,Latvia,False,Draw
33584,2011-09-06,Poland,Germany,2,2,Friendly,Gdańsk,Poland,False,Draw
33587,2011-09-06,Romania,France,0,0,UEFA Euro qualification,Bucharest,Romania,False,Draw
33591,2011-09-06,Scotland,Lithuania,1,0,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
33595,2011-09-06,Spain,Liechtenstein,6,0,UEFA Euro qualification,Logroño,Spain,False,Spain
33628,2011-10-07,Belgium,Kazakhstan,4,1,UEFA Euro qualification,Brussels,Belgium,False,Belgium
33637,2011-10-07,Czech Republic,Spain,0,2,UEFA Euro qualification,Prague,Czech Republic,False,Spain
33642,2011-10-07,France,Albania,3,0,UEFA Euro qualification,Saint-Denis,France,False,France
33644,2011-10-07,Greece,Croatia,2,0,UEFA Euro qualification,Piraeus,Greece,False,Greece
33649,2011-10-07,Montenegro,England,2,2,UEFA Euro qualification,Podgorica,Montenegro,False,Draw
33650,2011-10-07,Netherlands,Moldova,1,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands
33653,2011-10-07,Portugal,Iceland,5,3,UEFA Euro qualification,Porto,Portugal,False,Portugal
33656,2011-10-07,Serbia,Italy,1,1,UEFA Euro qualification,Belgrade,Serbia,False,Draw
33660,2011-10-07,Turkey,Germany,1,3,UEFA Euro qualification,Istanbul,Turkey,False,Germany
33672,2011-10-08,Liechtenstein,Scotland,0,1,UEFA Euro qualification,Vaduz,Liechtenstein,False,Scotland
33698,2011-10-11,Denmark,Portugal,2,1,UEFA Euro qualification,Copenhagen,Denmark,False,Denmark
33702,2011-10-11,France,Bosnia and Herzegovina,1,1,UEFA Euro qualification,Saint-Denis,France,False,Draw
33703,2011-10-11,Georgia,Greece,1,2,UEFA Euro qualification,Tbilisi,Georgia,False,Greece
33704,2011-10-11,Germany,Belgium,3,1,UEFA Euro qualification,Düsseldorf,Germany,False,Germany
33713,2011-10-11,Italy,Northern Ireland,3,0,UEFA Euro qualification,Pescara,Italy,False,Italy
33731,2011-10-11,Spain,Scotland,3,1,UEFA Euro qualification,Alicante,Spain,False,Spain
33734,2011-10-11,Sweden,Netherlands,3,2,UEFA Euro qualification,Solna,Sweden,False,Sweden
33752,2011-11-11,Belgium,Romania,2,1,Friendly,Liège,Belgium,False,Belgium
33754,2011-11-11,Bosnia and Herzegovina,Portugal,0,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,Draw
33760,2011-11-11,Cyprus,Scotland,1,2,Friendly,Larnaca,Cyprus,False,Scotland
33768,2011-11-11,France,United States,1,0,Friendly,Saint-Denis,France,False,France
33770,2011-11-11,Greece,Russia,1,1,Friendly,Piraeus,Greece,False,Draw
33781,2011-11-11,Netherlands,Switzerland,0,0,Friendly,Amsterdam,Netherlands,False,Draw
33786,2011-11-11,Poland,Italy,0,2,Friendly,Wrocław,Poland,False,Italy
33797,2011-11-11,Ukraine,Germany,3,3,Friendly,Kyiv,Ukraine,False,Draw
33803,2011-11-12,England,Spain,1,0,Friendly,London,England,False,England
33823,2011-11-15,Costa Rica,Spain,2,2,Friendly,San José,Costa Rica,False,Draw
33829,2011-11-15,England,Sweden,1,0,Friendly,London,England,False,England
33830,2011-11-15,France,Belgium,0,0,Friendly,Saint-Denis,France,False,Draw
33831,2011-11-15,Germany,Netherlands,3,0,Friendly,Hamburg,Germany,False,Germany
33833,2011-11-15,Greece,Romania,1,3,Friendly,Altach,Austria,True,Romania
33839,2011-11-15,Italy,Uruguay,0,1,Friendly,Rome,Italy,False,Uruguay
33855,2011-11-15,Portugal,Bosnia and Herzegovina,6,2,UEFA Euro qualification,Lisbon,Portugal,False,Portugal
34029,2012-02-29,England,Netherlands,2,3,Friendly,London,England,False,Netherlands
34033,2012-02-29,Germany,France,1,2,Friendly,Bremen,Germany,False,France
34034,2012-02-29,Greece,Belgium,1,1,Friendly,Heraklion,Greece,False,Draw
34043,2012-02-29,Italy,United States,0,1,Friendly,Genoa,Italy,False,United States
34063,2012-02-29,Poland,Portugal,0,0,Friendly,Warsaw,Poland,False,Draw
34068,2012-02-29,Slovenia,Scotland,1,1,Friendly,Koper,Slovenia,False,Draw
34070,2012-02-29,Spain,Venezuela,5,0,Friendly,Málaga,Spain,False,Spain
34132,2012-05-25,Belgium,Montenegro,2,2,Friendly,Brussels,Belgium,False,Draw
34143,2012-05-26,Greece,Slovenia,1,1,Friendly,Kufstein,Austria,True,Draw
34149,2012-05-26,Netherlands,Bulgaria,1,2,Friendly,Amsterdam,Netherlands,False,Bulgaria
34150,2012-05-26,Norway,England,0,1,Friendly,Oslo,Norway,False,England
34152,2012-05-26,Portugal,North Macedonia,0,0,Friendly,Leiria,Portugal,False,Draw
34153,2012-05-26,Spain,Serbia,2,0,Friendly,St. Gallen,Switzerland,True,Spain
34154,2012-05-26,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,False,Switzerland
34156,2012-05-26,United States,Scotland,5,1,Friendly,Jacksonville,United States,False,United States
34159,2012-05-27,France,Iceland,3,2,Friendly,Valenciennes,France,False,France
34172,2012-05-30,Netherlands,Slovakia,2,0,Friendly,Rotterdam,Netherlands,False,Netherlands
34173,2012-05-30,Spain,South Korea,4,1,Friendly,Berne,Switzerland,True,Spain
34177,2012-05-31,Armenia,Greece,0,1,Friendly,Kufstein,Austria,True,Greece
34178,2012-05-31,France,Serbia,2,0,Friendly,Reims,France,False,France
34179,2012-05-31,Germany,Israel,2,0,Friendly,Leipzig,Germany,False,Germany
