,date,home_team,away_team,home_score,away_score,tournament,neutral,winner,GD,home_team_curr_form,away_team_curr_form,home_team_home_form,home_rank,away_rank,rank_diff
547,2005-06-08,Belarus,Scotland,0,0,FIFA World Cup qualification,False,Draw,0,2,5,5,61,60,1
548,2005-06-08,Estonia,Portugal,0,1,FIFA World Cup qualification,False,Portugal,1,0,10,0,76,10,66
549,2005-06-08,Finland,Netherlands,0,4,FIFA World Cup qualification,False,Netherlands,4,0,13,7,46,3,43
550,2005-06-08,Germany,Russia,2,2,Friendly,False,Draw,0,11,4,6,16,34,18
551,2005-06-08,Greece,Ukraine,0,1,FIFA World Cup qualification,False,Ukraine,1,10,4,10,16,40,24
552,2005-06-08,Italy,Serbia,1,1,Friendly,True,Draw,0,9,7,11,12,201,189
553,2005-06-08,Spain,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,False,Draw,0,11,4,13,5,65,60
554,2005-06-11,Ecuador,Italy,1,1,Friendly,True,Draw,0,1,7,1,37,12,25
555,2005-06-15,Germany,Australia,4,3,Confederations Cup,False,Germany,1,11,10,9,16,48,32
556,2005-06-16,Brazil,Greece,3,0,Confederations Cup,True,Brazil,3,8,7,13,1,16,15
557,2005-06-18,Germany,Tunisia,3,0,Confederations Cup,False,Germany,3,13,3,11,16,28,12
558,2005-06-19,Greece,Japan,0,1,Confederations Cup,True,Japan,1,4,5,9,16,15,1
559,2005-06-21,Germany,Argentina,2,2,Confederations Cup,False,Draw,0,11,5,9,16,4,12
560,2005-06-22,Greece,Mexico,0,0,Confederations Cup,True,Draw,0,2,2,7,16,5,11
561,2005-06-25,Germany,Brazil,2,3,Confederations Cup,False,Brazil,1,8,8,8,16,1,15
562,2005-06-29,Germany,Mexico,4,3,Confederations Cup,False,Germany,1,10,2,10,16,5,11
563,2005-08-17,Austria,Scotland,2,2,Friendly,False,Draw,0,5,5,3,69,60,9
564,2005-08-17,Belgium,Greece,2,0,Friendly,False,Belgium,2,10,1,7,55,16,39
565,2005-08-17,Denmark,England,4,1,Friendly,False,Denmark,3,7,12,10,13,9,4
566,2005-08-17,France,Ivory Coast,3,0,Friendly,False,France,3,9,0,9,5,203,198
567,2005-08-17,Republic of Ireland,Italy,1,2,Friendly,False,Italy,1,10,7,7,24,12,12
568,2005-08-17,Netherlands,Germany,2,2,Friendly,False,Draw,0,13,8,13,3,16,13
569,2005-08-17,Portugal,Egypt,2,0,Friendly,False,Portugal,2,13,6,15,10,32,22
570,2005-08-17,Spain,Uruguay,2,0,Friendly,False,Spain,2,11,4,13,5,18,13
571,2005-09-03,Armenia,Netherlands,0,1,FIFA World Cup qualification,False,Netherlands,1,0,13,0,108,3,105
572,2005-09-03,Bosnia and Herzegovina,Belgium,1,0,FIFA World Cup qualification,False,Bosnia and Herzegovina,1,6,10,5,65,55,10
573,2005-09-03,France,Faroe Islands,3,0,FIFA World Cup qualification,False,France,3,11,0,11,5,132,127
574,2005-09-03,Portugal,Luxembourg,6,0,FIFA World Cup qualification,False,Portugal,6,13,0,15,10,150,140
575,2005-09-03,Scotland,Italy,1,1,FIFA World Cup qualification,False,Draw,0,6,7,5,60,12,48
576,2005-09-03,Slovakia,Germany,2,0,Friendly,False,Slovakia,2,5,5,5,45,16,29
577,2005-09-03,Spain,Canada,2,1,Friendly,False,Spain,1,11,1,13,5,84,79
578,2005-09-03,Wales,England,0,1,FIFA World Cup qualification,False,England,1,6,12,9,71,9,62
579,2005-09-07,Belarus,Italy,1,4,FIFA World Cup qualification,False,Italy,3,1,9,2,61,12,49
580,2005-09-07,Belgium,San Marino,8,0,FIFA World Cup qualification,False,Belgium,8,10,0,10,55,155,100
581,2005-09-07,Germany,South Africa,4,2,Friendly,False,Germany,2,7,3,10,16,49,33
582,2005-09-07,Republic of Ireland,France,0,1,FIFA World Cup qualification,False,France,1,7,13,7,24,5,19
583,2005-09-07,Kazakhstan,Greece,1,2,FIFA World Cup qualification,False,Greece,1,0,4,0,137,16,121
584,2005-09-07,Netherlands,Andorra,4,0,FIFA World Cup qualification,False,Netherlands,4,13,0,13,3,125,122
585,2005-09-07,Northern Ireland,England,1,0,FIFA World Cup qualification,False,Northern Ireland,1,4,9,4,103,9,94
586,2005-09-07,Norway,Scotland,1,2,FIFA World Cup qualification,False,Scotland,1,5,9,2,38,60,22
587,2005-09-07,Russia,Portugal,0,0,FIFA World Cup qualification,False,Draw,0,5,13,8,34,10,24
588,2005-09-07,Spain,Serbia,1,1,FIFA World Cup qualification,False,Draw,0,11,7,11,5,201,196
589,2005-10-08,Belgium,Spain,0,2,FIFA World Cup qualification,False,Spain,2,7,11,9,55,5,50
590,2005-10-08,Czech Republic,Netherlands,0,2,FIFA World Cup qualification,False,Netherlands,2,4,13,7,2,3,1
591,2005-10-08,Denmark,Greece,1,0,FIFA World Cup qualification,False,Denmark,1,10,4,10,13,16,3
592,2005-10-08,England,Austria,1,0,FIFA World Cup qualification,False,England,1,9,2,13,9,69,60
593,2005-10-08,Italy,Slovenia,1,0,FIFA World Cup qualification,False,Italy,1,11,4,11,12,68,56
594,2005-10-08,Portugal,Liechtenstein,2,1,FIFA World Cup qualification,False,Portugal,1,13,1,15,10,122,112
595,2005-10-08,Scotland,Belarus,0,1,FIFA World Cup qualification,False,Belarus,1,6,4,4,60,61,1
596,2005-10-08,Switzerland,France,1,1,FIFA World Cup qualification,False,Draw,0,2,13,1,35,5,30
597,2005-10-08,Turkey,Germany,2,1,Friendly,False,Turkey,1,9,7,5,11,16,5
598,2005-10-12,England,Poland,2,1,FIFA World Cup qualification,False,England,1,9,7,13,9,22,13
599,2005-10-12,France,Cyprus,4,0,FIFA World Cup qualification,False,France,4,13,0,13,5,96,91
600,2005-10-12,Germany,China PR,1,0,Friendly,False,Germany,1,7,0,10,16,72,56
601,2005-10-12,Greece,Georgia,1,0,FIFA World Cup qualification,False,Greece,1,7,0,7,16,104,88
602,2005-10-12,Italy,Moldova,2,1,FIFA World Cup qualification,False,Italy,1,13,1,11,12,107,95
603,2005-10-12,Lithuania,Belgium,1,1,FIFA World Cup qualification,False,Draw,0,3,7,6,100,55,45
604,2005-10-12,Netherlands,North Macedonia,0,0,FIFA World Cup qualification,False,Draw,0,11,3,11,3,87,84
605,2005-10-12,Portugal,Latvia,3,0,FIFA World Cup qualification,False,Portugal,3,13,1,15,10,69,59
606,2005-10-12,San Marino,Spain,0,6,FIFA World Cup qualification,False,Spain,6,0,13,0,155,5,150
607,2005-10-12,Slovenia,Scotland,0,3,FIFA World Cup qualification,False,Scotland,3,4,8,3,68,60,8
608,2005-11-09,France,Costa Rica,3,2,Friendly,True,France,1,13,3,15,5,21,16
609,2005-11-12,England,Argentina,3,2,Friendly,True,England,1,12,2,15,9,4,5
610,2005-11-12,France,Germany,0,0,Friendly,False,Draw,0,11,7,13,5,16,11
611,2005-11-12,Netherlands,Italy,1,3,Friendly,False,Italy,2,10,13,8,3,12,9
612,2005-11-12,Portugal,Croatia,2,0,Friendly,False,Portugal,2,13,1,15,10,20,10
613,2005-11-12,Scotland,United States,1,1,Friendly,False,Draw,0,8,4,5,60,8,52
614,2005-11-12,Spain,Slovakia,5,1,FIFA World Cup qualification,False,Spain,4,13,4,11,5,45,40
615,2005-11-15,Northern Ireland,Portugal,1,1,Friendly,False,Draw,0,4,11,5,103,10,93
616,2005-11-16,Greece,Hungary,2,1,Friendly,False,Greece,1,9,7,7,16,74,58
617,2005-11-16,Ivory Coast,Italy,1,1,Friendly,True,Draw,0,1,13,1,203,12,191
618,2005-11-16,Slovakia,Spain,1,1,FIFA World Cup qualification,False,Draw,0,5,11,6,45,5,40
619,2006-01-21,Greece,South Korea,1,1,Friendly,True,Draw,0,10,10,8,16,51,35
620,2006-01-25,Saudi Arabia,Greece,1,1,Friendly,False,Draw,0,2,8,1,64,16,48
621,2006-02-28,Greece,Belarus,1,0,Friendly,True,Greece,1,11,4,11,16,70,54
622,2006-03-01,England,Uruguay,2,1,Friendly,False,England,1,12,3,15,5,29,24
623,2006-03-01,France,Slovakia,1,2,Friendly,False,Slovakia,1,8,7,10,4,37,33
624,2006-03-01,Italy,Germany,4,1,Friendly,False,Italy,3,13,7,11,2,6,4
625,2006-03-01,Kazakhstan,Greece,0,2,Friendly,True,Greece,2,0,11,0,135,16,119
626,2006-03-01,Luxembourg,Belgium,0,2,Friendly,False,Belgium,2,0,7,1,186,53,133
627,2006-03-01,Netherlands,Ecuador,1,0,Friendly,False,Netherlands,1,10,1,8,7,30,23
628,2006-03-01,Saudi Arabia,Portugal,0,3,Friendly,True,Portugal,3,2,13,1,64,8,56
629,2006-03-01,Scotland,Switzerland,1,3,Friendly,False,Switzerland,2,7,5,5,25,17,8
630,2006-03-01,Spain,Ivory Coast,3,2,Friendly,False,Spain,1,13,1,13,12,203,191
631,2006-03-22,Germany,United States,4,1,Friendly,False,Germany,3,7,1,12,6,31,25
632,2006-05-11,Belgium,Saudi Arabia,2,1,Friendly,True,Belgium,1,10,1,12,53,64,11
633,2006-05-11,Bulgaria,Scotland,1,5,Friendly,True,Scotland,4,1,7,3,43,25,18
634,2006-05-13,Japan,Scotland,0,0,Friendly,False,Draw,0,5,8,3,47,25,22
635,2006-05-20,Slovakia,Belgium,1,1,Friendly,False,Draw,0,8,8,7,37,53,16
636,2006-05-24,Belgium,Turkey,3,3,Friendly,False,Draw,0,9,9,10,53,26,27
637,2006-05-25,Australia,Greece,1,0,Friendly,False,Australia,1,10,8,7,39,16,23
638,2006-05-27,France,Mexico,1,0,Friendly,False,France,1,10,2,10,4,20,16
639,2006-05-27,Germany,Luxembourg,7,0,Friendly,False,Germany,7,10,0,15,6,186,180
640,2006-05-27,Netherlands,Cameroon,1,0,Friendly,False,Netherlands,1,10,1,10,7,11,4
641,2006-05-27,Portugal,Cape Verde,4,1,Friendly,False,Portugal,3,13,0,15,8,204,196
642,2006-05-27,Spain,Russia,0,0,Friendly,False,Draw,0,11,3,11,12,22,10
643,2006-05-30,England,Hungary,3,1,Friendly,False,England,2,15,6,15,5,62,57
644,2006-05-30,Germany,Japan,2,2,Friendly,False,Draw,0,8,6,13,6,47,41
645,2006-05-31,France,Denmark,2,0,Friendly,False,France,2,10,7,10,4,21,17
646,2006-05-31,Switzerland,Italy,1,1,Friendly,False,Draw,0,6,11,2,17,2,15
647,2006-06-01,Netherlands,Mexico,2,1,Friendly,False,Netherlands,1,10,2,10,7,20,13
648,2006-06-02,Germany,Colombia,3,0,Friendly,False,Germany,3,10,1,13,6,34,28
649,2006-06-02,Italy,Ukraine,0,0,Friendly,True,Draw,0,9,5,11,2,13,11
650,2006-06-03,England,Jamaica,6,0,Friendly,False,England,6,15,0,15,5,57,52
651,2006-06-03,Luxembourg,Portugal,0,3,Friendly,True,Portugal,3,0,13,1,186,8,178
652,2006-06-03,Spain,Egypt,2,0,Friendly,False,Spain,2,11,6,11,12,27,15
653,2006-06-04,Netherlands,Australia,1,1,Friendly,False,Draw,0,10,8,10,7,39,32
654,2006-06-07,France,China PR,3,1,Friendly,False,France,2,10,0,10,4,84,80
655,2006-06-07,Spain,Croatia,2,1,Friendly,True,Spain,1,11,1,13,12,15,3
656,2006-06-09,Germany,Costa Rica,4,2,FIFA World Cup,False,Germany,2,13,3,13,6,68,62
657,2006-06-10,England,Paraguay,1,0,FIFA World Cup,True,England,1,15,2,15,5,35,30
658,2006-06-11,Angola,Portugal,0,1,FIFA World Cup,True,Portugal,1,0,13,0,55,8,47
659,2006-06-11,Serbia,Netherlands,0,1,FIFA World Cup,True,Netherlands,1,4,13,3,33,7,26
660,2006-06-12,Italy,Ghana,2,0,FIFA World Cup,True,Italy,2,9,2,13,2,28,26
661,2006-06-13,France,Switzerland,0,0,FIFA World Cup,True,Draw,0,10,7,10,4,17,13
662,2006-06-14,Germany,Poland,1,0,FIFA World Cup,False,Germany,1,13,4,13,6,24,18
663,2006-06-14,Spain,Ukraine,4,0,FIFA World Cup,True,Spain,4,13,5,13,12,13,1
664,2006-06-15,England,Trinidad and Tobago,2,0,FIFA World Cup,True,England,2,15,0,15,5,91,86
665,2006-06-16,Netherlands,Ivory Coast,2,1,FIFA World Cup,True,Netherlands,1,13,1,13,7,203,196
666,2006-06-17,Italy,United States,1,1,FIFA World Cup,True,Draw,0,9,2,11,2,31,29
667,2006-06-17,Portugal,Iran,2,0,FIFA World Cup,True,Portugal,2,15,0,15,8,38,30
668,2006-06-18,France,South Korea,1,1,FIFA World Cup,True,Draw,0,11,8,11,4,51,47
669,2006-06-19,Spain,Tunisia,3,1,FIFA World Cup,True,Spain,2,13,2,13,12,32,20
670,2006-06-20,Germany,Ecuador,3,0,FIFA World Cup,False,Germany,3,13,1,13,6,30,24
671,2006-06-20,Sweden,England,2,2,FIFA World Cup,True,Draw,0,6,13,5,14,5,9
672,2006-06-21,Netherlands,Argentina,0,0,FIFA World Cup,True,Draw,0,11,3,11,7,3,4
673,2006-06-21,Portugal,Mexico,2,1,FIFA World Cup,True,Portugal,1,15,1,15,8,20,12
674,2006-06-22,Czech Republic,Italy,0,2,FIFA World Cup,True,Italy,2,1,9,7,10,2,8
675,2006-06-23,Saudi Arabia,Spain,0,1,FIFA World Cup,True,Spain,1,1,15,1,64,12,52
676,2006-06-23,Togo,France,0,2,FIFA World Cup,True,France,2,0,11,0,60,4,56
677,2006-06-24,Germany,Sweden,2,0,FIFA World Cup,False,Germany,2,15,6,15,6,14,8
678,2006-06-25,England,Ecuador,1,0,FIFA World Cup,True,England,1,13,1,15,5,30,25
679,2006-06-25,Portugal,Netherlands,1,0,FIFA World Cup,True,Portugal,1,15,8,15,8,7,1
680,2006-06-26,Italy,Australia,1,0,FIFA World Cup,True,Italy,1,11,7,11,2,39,37
681,2006-06-27,Spain,France,1,3,FIFA World Cup,True,France,2,12,11,12,12,4,8
682,2006-06-30,Germany,Argentina,1,1,FIFA World Cup,False,Germany,0,15,3,15,6,3,3
683,2006-06-30,Italy,Ukraine,3,0,FIFA World Cup,True,Italy,3,13,5,11,2,13,11
684,2006-07-01,Brazil,France,0,1,FIFA World Cup,True,France,1,8,11,12,1,4,3
685,2006-07-01,England,Portugal,0,0,FIFA World Cup,True,Portugal,0,10,15,12,5,8,3
686,2006-07-04,Germany,Italy,0,2,FIFA World Cup,False,Italy,2,12,13,12,6,2,4
687,2006-07-05,Portugal,France,0,1,FIFA World Cup,True,France,1,12,13,12,8,4,4
688,2006-07-08,Germany,Portugal,3,1,FIFA World Cup,False,Germany,2,12,9,12,6,8,2
689,2006-07-09,Italy,France,1,1,FIFA World Cup,True,Italy,0,15,12,13,2,4,2
690,2006-08-15,Iceland,Spain,0,0,Friendly,False,Draw,0,5,10,6,93,12,81
691,2006-08-16,Belgium,Kazakhstan,0,0,UEFA Euro qualification,False,Draw,0,9,1,8,53,135,82
692,2006-08-16,Bosnia and Herzegovina,France,1,2,Friendly,False,France,1,5,12,5,59,4,55
693,2006-08-16,England,Greece,4,0,Friendly,False,England,4,10,7,12,5,16,11
694,2006-08-16,Germany,Sweden,3,0,Friendly,False,Germany,3,12,5,12,6,14,8
695,2006-08-16,Republic of Ireland,Netherlands,0,4,Friendly,False,Netherlands,4,4,10,6,49,7,42
696,2006-08-16,Italy,Croatia,0,2,Friendly,False,Croatia,2,12,4,10,2,15,13
697,2006-09-01,Denmark,Portugal,4,2,Friendly,False,Denmark,2,9,6,13,21,8,13
698,2006-09-02,England,Andorra,5,0,UEFA Euro qualification,False,England,5,10,0,12,5,164,159
699,2006-09-02,Georgia,France,0,3,UEFA Euro qualification,False,France,3,0,12,1,94,4,90
700,2006-09-02,Germany,Republic of Ireland,1,0,UEFA Euro qualification,False,Germany,1,12,3,12,6,49,43
701,2006-09-02,Italy,Lithuania,1,1,UEFA Euro qualification,False,Draw,0,10,4,10,2,69,67
702,2006-09-02,Luxembourg,Netherlands,0,1,UEFA Euro qualification,False,Netherlands,1,0,10,0,186,7,179
703,2006-09-02,Moldova,Greece,0,1,UEFA Euro qualification,False,Greece,1,1,9,1,86,16,70
704,2006-09-02,Scotland,Faroe Islands,6,0,UEFA Euro qualification,False,Scotland,6,8,0,5,25,181,156
705,2006-09-02,Spain,Liechtenstein,4,0,UEFA Euro qualification,False,Spain,4,10,1,12,12,158,146
706,2006-09-06,Armenia,Belgium,0,1,UEFA Euro qualification,False,Belgium,1,0,9,0,123,53,70
707,2006-09-06,Finland,Portugal,1,1,UEFA Euro qualification,False,Draw,0,1,4,7,52,8,44
708,2006-09-06,France,Italy,3,1,UEFA Euro qualification,False,France,2,12,7,11,4,2,2
709,2006-09-06,Lithuania,Scotland,1,2,UEFA Euro qualification,False,Scotland,1,3,10,5,69,25,44
710,2006-09-06,North Macedonia,England,0,1,UEFA Euro qualification,False,England,1,2,12,1,54,5,49
711,2006-09-06,Netherlands,Belarus,3,0,UEFA Euro qualification,False,Netherlands,3,10,4,11,7,70,63
712,2006-09-06,Northern Ireland,Spain,3,2,UEFA Euro qualification,False,Northern Ireland,1,7,7,8,48,12,36
713,2006-09-06,San Marino,Germany,0,13,UEFA Euro qualification,False,Germany,13,0,12,0,194,6,188
714,2006-10-07,Bulgaria,Netherlands,1,1,UEFA Euro qualification,False,Draw,0,2,10,3,43,7,36
715,2006-10-07,England,North Macedonia,0,0,UEFA Euro qualification,False,Draw,0,10,3,10,5,54,49
716,2006-10-07,Germany,Georgia,2,0,Friendly,False,Germany,2,15,0,12,6,94,88
717,2006-10-07,Greece,Norway,1,0,UEFA Euro qualification,False,Greece,1,9,4,13,16,50,34
718,2006-10-07,Italy,Ukraine,2,0,UEFA Euro qualification,False,Italy,2,7,4,10,2,13,11
719,2006-10-07,Portugal,Azerbaijan,3,0,UEFA Euro qualification,False,Portugal,3,4,0,12,8,125,117
720,2006-10-07,Scotland,France,1,0,UEFA Euro qualification,False,Scotland,1,13,9,7,25,4,21
721,2006-10-07,Serbia,Belgium,1,0,UEFA Euro qualification,False,Serbia,1,6,6,6,33,53,20
722,2006-10-07,Sweden,Spain,2,0,UEFA Euro qualification,False,Sweden,2,5,4,8,14,12,2
723,2006-10-11,Belgium,Azerbaijan,3,0,UEFA Euro qualification,False,Belgium,3,8,0,8,53,125,72
724,2006-10-11,Bosnia and Herzegovina,Greece,0,4,UEFA Euro qualification,False,Greece,4,4,9,5,59,16,43
725,2006-10-11,Croatia,England,2,0,UEFA Euro qualification,False,Croatia,2,6,10,7,15,5,10
726,2006-10-11,France,Faroe Islands,5,0,UEFA Euro qualification,False,France,5,12,0,11,4,181,177
727,2006-10-11,Georgia,Italy,1,3,UEFA Euro qualification,False,Italy,2,0,7,0,94,2,92
728,2006-10-11,Netherlands,Albania,2,1,UEFA Euro qualification,False,Netherlands,1,13,3,11,7,87,80
729,2006-10-11,Poland,Portugal,2,1,UEFA Euro qualification,False,Poland,1,4,4,10,24,8,16
730,2006-10-11,Slovakia,Germany,1,4,UEFA Euro qualification,False,Germany,3,5,15,6,37,6,31
731,2006-10-11,Spain,Argentina,2,1,Friendly,False,Spain,1,7,2,12,12,3,9
732,2006-10-11,Ukraine,Scotland,2,0,UEFA Euro qualification,False,Ukraine,2,4,10,9,13,25,12
733,2006-11-15,Belgium,Poland,0,1,UEFA Euro qualification,False,Poland,1,7,7,8,53,24,29
734,2006-11-15,Cyprus,Germany,1,1,UEFA Euro qualification,False,Draw,0,1,13,1,73,6,67
735,2006-11-15,France,Greece,1,0,Friendly,False,France,1,12,9,11,4,16,12
736,2006-11-15,Italy,Turkey,1,1,Friendly,False,Draw,0,8,7,8,2,26,24
737,2006-11-15,Netherlands,England,1,1,Friendly,False,Draw,0,11,8,11,7,5,2
738,2006-11-15,Portugal,Kazakhstan,3,0,UEFA Euro qualification,False,Portugal,3,7,1,12,8,135,127
739,2006-11-15,Spain,Romania,0,1,Friendly,False,Romania,1,6,9,9,12,19,7
740,2007-02-06,Greece,South Korea,0,1,Friendly,True,South Korea,1,9,8,10,11,42,31
741,2007-02-06,Portugal,Brazil,2,0,Friendly,True,Portugal,2,10,7,12,8,2,6
742,2007-02-07,Belgium,Czech Republic,0,2,Friendly,False,Czech Republic,2,6,4,5,49,6,43
743,2007-02-07,England,Spain,0,1,Friendly,False,Spain,1,5,6,7,12,4,8
744,2007-02-07,France,Argentina,0,1,Friendly,False,Argentina,1,9,4,10,7,1,6
745,2007-02-07,Germany,Switzerland,3,1,Friendly,False,Germany,2,13,6,15,5,44,39
746,2007-02-07,Netherlands,Russia,4,1,Friendly,False,Netherlands,3,11,3,11,9,23,14
747,2007-03-24,Czech Republic,Germany,1,2,UEFA Euro qualification,False,Germany,1,3,13,4,6,5,1
748,2007-03-24,Greece,Turkey,1,4,UEFA Euro qualification,False,Turkey,3,6,9,7,11,16,5
749,2007-03-24,Israel,England,0,0,UEFA Euro qualification,False,Draw,0,3,3,3,26,12,14
750,2007-03-24,Lithuania,France,0,1,UEFA Euro qualification,False,France,1,2,9,5,59,7,52
751,2007-03-24,Netherlands,Romania,0,0,UEFA Euro qualification,False,Draw,0,9,7,11,9,13,4
752,2007-03-24,Portugal,Belgium,4,0,UEFA Euro qualification,False,Portugal,4,12,3,12,8,49,41
753,2007-03-24,Scotland,Georgia,2,1,UEFA Euro qualification,False,Scotland,1,12,0,10,14,77,63
754,2007-03-24,Spain,Denmark,2,1,UEFA Euro qualification,False,Spain,1,9,9,9,4,31,27
755,2007-03-28,Andorra,England,0,3,UEFA Euro qualification,True,England,3,0,5,0,175,12,163
756,2007-03-28,France,Austria,1,0,Friendly,False,France,1,12,2,12,7,94,87
757,2007-03-28,Germany,Denmark,0,1,Friendly,False,Denmark,1,10,9,12,5,31,26
758,2007-03-28,Italy,Scotland,2,0,UEFA Euro qualification,False,Italy,2,10,9,8,3,14,11
759,2007-03-28,Malta,Greece,0,1,UEFA Euro qualification,False,Greece,1,0,6,0,136,11,125
760,2007-03-28,Serbia,Portugal,1,1,UEFA Euro qualification,False,Draw,0,6,10,6,27,8,19
761,2007-03-28,Slovenia,Netherlands,0,1,UEFA Euro qualification,False,Netherlands,1,3,11,3,83,9,74
762,2007-03-28,Spain,Iceland,1,0,UEFA Euro qualification,False,Spain,1,12,5,12,4,90,86
763,2007-05-30,Austria,Scotland,0,1,Friendly,False,Scotland,1,2,9,3,94,14,80
764,2007-06-01,England,Brazil,1,1,Friendly,False,Draw,0,6,7,8,12,2,10
765,2007-06-02,Belgium,Portugal,1,2,UEFA Euro qualification,False,Portugal,1,3,13,4,49,8,41
766,2007-06-02,Faroe Islands,Italy,1,2,UEFA Euro qualification,False,Italy,1,0,13,2,194,3,191
767,2007-06-02,France,Ukraine,2,0,UEFA Euro qualification,False,France,2,12,3,12,7,30,23
768,2007-06-02,Germany,San Marino,6,0,UEFA Euro qualification,False,Germany,6,10,0,12,5,197,192
769,2007-06-02,Greece,Hungary,2,0,UEFA Euro qualification,False,Greece,2,6,3,9,11,50,39
770,2007-06-02,South Korea,Netherlands,0,2,Friendly,False,Netherlands,2,8,11,9,42,9,33
771,2007-06-02,Latvia,Spain,0,2,UEFA Euro qualification,False,Spain,2,1,12,1,86,4,82
772,2007-06-05,Kuwait,Portugal,1,1,Friendly,False,Draw,0,1,11,1,119,8,111
773,2007-06-06,Estonia,England,0,3,UEFA Euro qualification,False,England,3,0,8,0,124,12,112
774,2007-06-06,Faroe Islands,Scotland,0,2,UEFA Euro qualification,False,Scotland,2,0,9,1,194,14,180
775,2007-06-06,Finland,Belgium,2,0,UEFA Euro qualification,False,Finland,2,4,0,7,36,49,13
776,2007-06-06,France,Georgia,1,0,UEFA Euro qualification,False,France,1,12,0,12,7,77,70
777,2007-06-06,Germany,Slovakia,2,1,UEFA Euro qualification,False,Germany,1,12,5,12,5,53,48
778,2007-06-06,Greece,Moldova,2,1,UEFA Euro qualification,False,Greece,1,9,1,9,11,52,41
779,2007-06-06,Liechtenstein,Spain,0,2,UEFA Euro qualification,False,Spain,2,1,15,1,122,4,118
780,2007-06-06,Lithuania,Italy,0,2,UEFA Euro qualification,False,Italy,2,2,13,2,59,3,56
781,2007-06-06,Thailand,Netherlands,1,3,Friendly,False,Netherlands,2,0,13,0,121,9,112
782,2007-08-22,Armenia,Portugal,1,1,UEFA Euro qualification,False,Draw,0,1,9,1,93,8,85
783,2007-08-22,Belgium,Serbia,3,2,UEFA Euro qualification,False,Belgium,1,3,5,6,49,27,22
784,2007-08-22,England,Germany,1,2,Friendly,False,Germany,1,8,12,5,12,5,7
785,2007-08-22,Greece,Spain,2,3,Friendly,False,Spain,1,9,15,6,11,4,7
786,2007-08-22,Hungary,Italy,3,1,Friendly,False,Hungary,2,3,10,6,50,3,47
787,2007-08-22,Scotland,South Africa,1,0,Friendly,False,Scotland,1,12,3,12,14,77,63
788,2007-08-22,Slovakia,France,0,1,Friendly,False,France,1,4,15,5,53,7,46
789,2007-08-22,Switzerland,Netherlands,2,1,Friendly,False,Switzerland,1,8,10,5,44,9,35
790,2007-09-08,England,Israel,3,0,UEFA Euro qualification,False,England,3,10,3,5,12,26,14
791,2007-09-08,Iceland,Spain,1,1,UEFA Euro qualification,False,Draw,0,6,13,6,90,4,86
792,2007-09-08,Italy,France,0,0,UEFA Euro qualification,False,Draw,0,10,13,9,3,7,4
793,2007-09-08,Netherlands,Bulgaria,2,0,UEFA Euro qualification,False,Netherlands,2,12,1,11,9,18,9
794,2007-09-08,Portugal,Poland,2,2,UEFA Euro qualification,False,Draw,0,7,7,13,8,22,14
795,2007-09-08,Scotland,Lithuania,3,1,UEFA Euro qualification,False,Scotland,2,12,1,15,14,59,45
796,2007-09-08,Wales,Germany,0,2,UEFA Euro qualification,False,Germany,2,3,12,9,57,5,52
797,2007-09-12,Albania,Netherlands,0,1,UEFA Euro qualification,False,Netherlands,1,3,12,6,80,9,71
798,2007-09-12,England,Russia,3,0,UEFA Euro qualification,False,England,3,10,3,7,12,23,11
799,2007-09-12,France,Scotland,0,1,UEFA Euro qualification,False,Scotland,1,10,15,9,7,14,7
800,2007-09-12,Germany,Romania,3,1,Friendly,False,Germany,2,15,4,12,5,13,8
801,2007-09-12,Kazakhstan,Belgium,2,2,UEFA Euro qualification,False,Draw,0,2,4,1,112,49,63
802,2007-09-12,Norway,Greece,2,2,UEFA Euro qualification,False,Draw,0,5,10,3,29,11,18
803,2007-09-12,Portugal,Serbia,1,1,UEFA Euro qualification,False,Draw,0,7,5,11,8,27,19
804,2007-09-12,Spain,Latvia,2,0,UEFA Euro qualification,False,Spain,2,13,0,12,4,86,82
805,2007-09-12,Ukraine,Italy,1,2,UEFA Euro qualification,False,Italy,1,3,10,8,30,3,27
806,2007-10-13,Azerbaijan,Portugal,0,2,UEFA Euro qualification,False,Portugal,2,0,7,0,115,8,107
807,2007-10-13,Belgium,Finland,0,0,UEFA Euro qualification,False,Draw,0,5,5,4,49,36,13
808,2007-10-13,Denmark,Spain,1,3,UEFA Euro qualification,False,Spain,2,6,13,10,31,4,27
809,2007-10-13,England,Estonia,3,0,UEFA Euro qualification,False,England,3,12,0,10,12,124,112
810,2007-10-13,Faroe Islands,France,0,6,UEFA Euro qualification,False,France,6,0,10,0,194,7,187
811,2007-10-13,Greece,Bosnia and Herzegovina,3,2,UEFA Euro qualification,False,Greece,1,10,4,9,11,51,40
812,2007-10-13,Republic of Ireland,Germany,0,0,UEFA Euro qualification,False,Draw,0,1,13,4,35,5,30
813,2007-10-13,Italy,Georgia,2,0,UEFA Euro qualification,False,Italy,2,10,0,11,3,77,74
814,2007-10-13,Romania,Netherlands,1,0,UEFA Euro qualification,False,Romania,1,7,9,6,13,9,4
815,2007-10-13,Scotland,Ukraine,3,1,UEFA Euro qualification,False,Scotland,2,15,3,15,14,30,16
816,2007-10-17,Belgium,Armenia,3,0,UEFA Euro qualification,False,Belgium,3,8,1,7,49,93,44
