,date,home_team,away_team,home_score,away_score,tournament,neutral,winner,GD,home_team_curr_form,away_team_curr_form,home_team_home_form,home_rank,away_rank,rank_diff
1621,2014-11-15,Spain,Belarus,3,0,UEFA Euro qualification,False,Spain,3,9,0,9,9,99,90
1622,2014-11-16,Belgium,Wales,0,0,UEFA Euro qualification,False,Draw,0,11,8,13,4,34,30
1623,2014-11-16,Italy,Croatia,1,1,UEFA Euro qualification,False,Draw,0,13,1,7,11,19,8
1624,2014-11-16,Netherlands,Latvia,6,0,UEFA Euro qualification,False,Netherlands,6,6,1,9,5,96,91
1625,2014-11-18,France,Sweden,1,0,Friendly,False,France,1,11,0,10,7,44,37
1626,2014-11-18,Greece,Serbia,0,2,Friendly,False,Serbia,2,1,7,3,24,38,14
1627,2014-11-18,Italy,Albania,1,0,Friendly,False,Italy,1,13,4,10,11,58,47
1628,2014-11-18,Portugal,Argentina,1,0,Friendly,True,Portugal,1,9,9,10,7,2,5
1629,2014-11-18,Scotland,England,1,3,Friendly,False,England,2,7,15,10,36,13,23
1630,2014-11-18,Spain,Germany,0,1,Friendly,False,Germany,1,9,10,6,9,1,8
1631,2015-03-25,Germany,Australia,2,2,Friendly,False,Draw,0,8,1,8,4,57,53
1632,2015-03-25,Scotland,Northern Ireland,1,0,Friendly,False,Scotland,1,10,4,10,52,30,22
1633,2015-03-26,France,Brazil,1,3,Friendly,False,Brazil,2,10,9,10,25,6,19
1634,2015-03-27,England,Lithuania,4,0,UEFA Euro qualification,False,England,4,15,0,12,9,126,117
1635,2015-03-27,Spain,Ukraine,1,0,UEFA Euro qualification,False,Spain,1,9,5,9,3,29,26
1636,2015-03-28,Belgium,Cyprus,5,0,UEFA Euro qualification,False,Belgium,5,11,1,13,1,79,78
1637,2015-03-28,Bulgaria,Italy,2,2,UEFA Euro qualification,False,Draw,0,5,11,4,71,15,56
1638,2015-03-28,Netherlands,Turkey,1,1,UEFA Euro qualification,False,Draw,0,7,4,7,14,21,7
1639,2015-03-29,France,Denmark,2,0,Friendly,False,France,2,10,1,10,25,42,17
1640,2015-03-29,Georgia,Germany,0,2,UEFA Euro qualification,False,Germany,2,1,11,1,122,4,118
1641,2015-03-29,Hungary,Greece,0,0,UEFA Euro qualification,False,Draw,0,1,2,1,20,41,21
1642,2015-03-29,Portugal,Serbia,2,1,UEFA Euro qualification,False,Portugal,1,12,7,12,7,56,49
1643,2015-03-29,Scotland,Gibraltar,6,1,UEFA Euro qualification,False,Scotland,5,10,0,12,52,202,150
1644,2015-03-31,Israel,Belgium,0,1,UEFA Euro qualification,False,Belgium,1,2,11,3,69,1,68
1645,2015-03-31,Italy,England,1,1,Friendly,False,Draw,0,9,13,11,15,9,6
1646,2015-03-31,Netherlands,Spain,2,0,Friendly,False,Netherlands,2,7,9,10,14,3,11
1647,2015-03-31,Portugal,Cape Verde,0,2,Friendly,False,Cape Verde,2,12,4,9,7,204,197
1648,2015-06-05,Netherlands,United States,3,4,Friendly,False,United States,1,7,5,7,14,32,18
1649,2015-06-05,Scotland,Qatar,1,0,Friendly,False,Scotland,1,12,0,12,52,86,34
1650,2015-06-07,France,Belgium,3,4,Friendly,False,Belgium,1,7,13,7,25,1,24
1651,2015-06-07,Republic of Ireland,England,0,0,Friendly,False,Draw,0,3,11,4,31,9,22
1652,2015-06-10,Germany,United States,1,2,Friendly,False,United States,1,10,7,8,4,32,28
1653,2015-06-11,Spain,Costa Rica,2,1,Friendly,False,Spain,1,9,7,12,3,37,34
1654,2015-06-12,Croatia,Italy,1,1,UEFA Euro qualification,False,Draw,0,2,7,1,18,15,3
1655,2015-06-12,Latvia,Netherlands,0,2,UEFA Euro qualification,False,Netherlands,2,1,10,1,101,14,87
1656,2015-06-12,Wales,Belgium,1,0,UEFA Euro qualification,False,Wales,1,8,10,6,17,1,16
1657,2015-06-13,Albania,France,1,0,Friendly,False,Albania,1,7,6,6,38,25,13
1658,2015-06-13,Armenia,Portugal,2,3,UEFA Euro qualification,False,Portugal,1,1,12,0,123,7,116
1659,2015-06-13,Faroe Islands,Greece,2,1,UEFA Euro qualification,False,Faroe Islands,1,6,1,3,97,41,56
1660,2015-06-13,Gibraltar,Germany,0,7,UEFA Euro qualification,True,Germany,7,0,10,0,202,4,198
1661,2015-06-13,Republic of Ireland,Scotland,1,1,UEFA Euro qualification,False,Draw,0,3,10,2,31,52,21
1662,2015-06-14,Belarus,Spain,0,1,UEFA Euro qualification,False,Spain,1,0,9,1,67,3,64
1663,2015-06-14,Slovenia,England,2,3,UEFA Euro qualification,False,England,1,2,11,2,61,9,52
1664,2015-06-16,Italy,Portugal,0,1,Friendly,True,Portugal,1,6,12,8,15,7,8
1665,2015-06-16,Poland,Greece,0,0,Friendly,False,Draw,0,6,2,6,34,41,7
1666,2015-09-03,Belgium,Bosnia and Herzegovina,3,1,UEFA Euro qualification,False,Belgium,2,12,5,13,1,22,21
1667,2015-09-03,Italy,Malta,1,0,UEFA Euro qualification,False,Italy,1,6,0,8,15,162,147
1668,2015-09-03,Netherlands,Iceland,0,1,UEFA Euro qualification,False,Iceland,1,7,6,7,14,36,22
1669,2015-09-04,Georgia,Scotland,1,0,UEFA Euro qualification,False,Georgia,1,4,10,4,122,52,70
1670,2015-09-04,Germany,Poland,3,1,UEFA Euro qualification,False,Germany,2,10,6,8,4,34,30
1671,2015-09-04,Greece,Finland,0,1,UEFA Euro qualification,False,Finland,1,2,5,0,41,43,2
1672,2015-09-04,Portugal,France,0,1,Friendly,False,France,1,9,6,9,7,25,18
1673,2015-09-05,San Marino,England,0,6,UEFA Euro qualification,False,England,6,0,11,0,198,9,189
1674,2015-09-05,Spain,Slovakia,2,0,UEFA Euro qualification,False,Spain,2,12,3,12,3,26,23
1675,2015-09-06,Cyprus,Belgium,0,1,UEFA Euro qualification,False,Belgium,1,1,12,1,79,1,78
1676,2015-09-06,Italy,Bulgaria,1,0,UEFA Euro qualification,False,Italy,1,8,5,10,15,71,56
1677,2015-09-06,Turkey,Netherlands,3,0,UEFA Euro qualification,False,Turkey,3,7,6,6,21,14,7
1678,2015-09-07,Albania,Portugal,0,1,UEFA Euro qualification,False,Portugal,1,7,9,3,38,7,31
1679,2015-09-07,France,Serbia,2,1,Friendly,False,France,1,9,4,9,25,56,31
1680,2015-09-07,Romania,Greece,0,0,UEFA Euro qualification,False,Draw,0,5,3,6,16,41,25
1681,2015-09-07,Scotland,Germany,2,3,UEFA Euro qualification,False,Germany,1,7,12,9,52,4,48
1682,2015-09-08,England,Switzerland,2,0,UEFA Euro qualification,False,England,2,11,4,15,9,12,3
1683,2015-09-08,North Macedonia,Spain,0,1,UEFA Euro qualification,False,Spain,1,0,12,0,136,3,133
1684,2015-10-08,France,Armenia,4,0,Friendly,False,France,4,9,0,9,25,123,98
1685,2015-10-08,Republic of Ireland,Germany,1,0,UEFA Euro qualification,False,Republic of Ireland,1,6,9,5,31,4,27
1686,2015-10-08,Northern Ireland,Greece,3,1,UEFA Euro qualification,False,Northern Ireland,2,7,2,8,30,41,11
1687,2015-10-08,Portugal,Denmark,1,0,UEFA Euro qualification,False,Portugal,1,12,1,9,7,42,35
1688,2015-10-08,Scotland,Poland,2,2,UEFA Euro qualification,False,Draw,0,5,6,10,52,34,18
1689,2015-10-09,England,Estonia,2,0,UEFA Euro qualification,False,England,2,13,1,15,9,93,84
1690,2015-10-09,Spain,Luxembourg,4,0,UEFA Euro qualification,False,Spain,4,15,1,12,3,142,139
1691,2015-10-10,Andorra,Belgium,1,4,UEFA Euro qualification,False,Belgium,3,0,12,0,201,1,200
1692,2015-10-10,Azerbaijan,Italy,1,3,UEFA Euro qualification,False,Italy,2,1,10,1,117,15,102
1693,2015-10-10,Kazakhstan,Netherlands,1,2,UEFA Euro qualification,False,Netherlands,1,0,6,0,129,14,115
1694,2015-10-11,Denmark,France,1,2,Friendly,False,France,1,0,12,1,42,25,17
1695,2015-10-11,Germany,Georgia,2,1,UEFA Euro qualification,False,Germany,1,12,3,10,4,122,118
1696,2015-10-11,Gibraltar,Scotland,0,6,UEFA Euro qualification,True,Scotland,6,0,5,0,202,52,150
1697,2015-10-11,Greece,Hungary,4,3,UEFA Euro qualification,False,Greece,1,5,1,3,41,20,21
1698,2015-10-11,Serbia,Portugal,1,2,UEFA Euro qualification,False,Portugal,1,4,12,5,56,7,49
1699,2015-10-12,Lithuania,England,0,3,UEFA Euro qualification,False,England,3,0,15,1,126,9,117
1700,2015-10-12,Ukraine,Spain,0,1,UEFA Euro qualification,False,Spain,1,4,15,4,29,3,26
1701,2015-10-13,Belgium,Israel,3,1,UEFA Euro qualification,False,Belgium,2,12,2,13,1,69,68
1702,2015-10-13,Italy,Norway,2,1,UEFA Euro qualification,False,Italy,1,12,0,10,15,54,39
1703,2015-10-13,Netherlands,Czech Republic,2,3,UEFA Euro qualification,False,Czech Republic,1,6,7,4,14,26,12
1704,2015-11-13,Belgium,Italy,3,1,Friendly,False,Belgium,2,15,12,13,1,15,14
1705,2015-11-13,France,Germany,2,0,Friendly,False,France,2,15,9,12,25,4,21
1706,2015-11-13,Luxembourg,Greece,1,0,Friendly,False,Luxembourg,1,4,4,3,142,41,101
1707,2015-11-13,Spain,England,2,0,Friendly,False,Spain,2,15,12,15,3,9,6
1708,2015-11-13,Wales,Netherlands,2,3,Friendly,False,Netherlands,1,5,6,6,17,14,3
1709,2015-11-14,Russia,Portugal,1,0,Friendly,False,Russia,1,6,9,7,24,7,17
1710,2015-11-17,England,France,2,0,Friendly,False,England,2,12,12,15,9,25,16
1711,2015-11-17,Italy,Romania,2,2,Friendly,False,Draw,0,10,6,10,15,16,1
1712,2015-11-17,Luxembourg,Portugal,0,2,Friendly,False,Portugal,2,4,12,3,142,7,135
1713,2015-11-17,Turkey,Greece,0,0,Friendly,False,Draw,0,5,5,7,21,41,20
1714,2016-03-24,Czech Republic,Scotland,0,1,Friendly,False,Scotland,1,7,7,4,43,67,24
1715,2016-03-24,Greece,Montenegro,2,1,Friendly,False,Greece,1,7,3,6,42,63,21
1716,2016-03-24,Italy,Spain,1,1,Friendly,False,Draw,0,8,13,11,16,10,6
1717,2016-03-25,Netherlands,France,2,3,Friendly,False,France,1,6,12,3,22,7,15
1718,2016-03-25,Portugal,Bulgaria,0,1,Friendly,False,Bulgaria,1,9,5,6,8,71,63
1719,2016-03-26,Germany,England,2,3,Friendly,False,England,1,6,12,7,3,13,10
1720,2016-03-27,Romania,Spain,0,0,Friendly,False,Draw,0,7,11,6,39,10,29
1721,2016-03-29,England,Netherlands,1,2,Friendly,False,Netherlands,1,9,9,12,13,22,9
1722,2016-03-29,France,Russia,4,2,Friendly,False,France,2,12,6,12,7,56,49
1723,2016-03-29,Germany,Italy,4,1,Friendly,False,Germany,3,6,5,9,3,16,13
1724,2016-03-29,Greece,Iceland,2,3,Friendly,False,Iceland,1,7,9,6,42,21,21
1725,2016-03-29,Portugal,Belgium,2,1,Friendly,False,Portugal,1,9,12,6,8,5,3
1726,2016-03-29,Scotland,Denmark,1,0,Friendly,False,Scotland,1,10,0,10,67,46,21
1727,2016-05-22,England,Turkey,2,1,Friendly,False,England,1,9,5,12,13,24,11
1728,2016-05-27,England,Australia,2,1,Friendly,False,England,1,12,1,12,13,47,34
1729,2016-05-27,Republic of Ireland,Netherlands,1,1,Friendly,False,Draw,0,6,7,6,23,22,1
1730,2016-05-28,Switzerland,Belgium,1,2,Friendly,False,Belgium,1,1,12,3,11,5,6
1731,2016-05-29,Bosnia and Herzegovina,Spain,1,3,Friendly,True,Spain,2,5,11,6,27,10,17
1732,2016-05-29,Germany,Slovakia,1,3,Friendly,False,Slovakia,2,6,6,9,3,25,22
1733,2016-05-29,Italy,Scotland,1,0,Friendly,True,Italy,1,5,10,11,16,67,51
1734,2016-05-29,Portugal,Norway,3,0,Friendly,False,Portugal,3,9,0,9,8,83,75
1735,2016-05-30,France,Cameroon,3,2,Friendly,False,France,1,12,1,15,7,65,58
1736,2016-06-01,Belgium,Finland,1,1,Friendly,False,Draw,0,10,5,13,5,94,89
1737,2016-06-01,Poland,Netherlands,1,2,Friendly,False,Netherlands,1,3,10,5,15,22,7
1738,2016-06-01,Spain,South Korea,6,1,Friendly,True,Spain,5,11,6,15,10,37,27
1739,2016-06-02,England,Portugal,1,0,Friendly,False,England,1,12,9,12,13,8,5
1740,2016-06-04,Australia,Greece,1,0,Friendly,False,Australia,1,4,4,7,47,42,5
1741,2016-06-04,Austria,Netherlands,0,2,Friendly,False,Netherlands,2,0,10,0,31,22,9
1742,2016-06-04,France,Scotland,3,0,Friendly,False,France,3,12,9,15,7,67,60
1743,2016-06-04,Germany,Hungary,2,0,Friendly,False,Germany,2,6,1,9,3,26,23
1744,2016-06-05,Belgium,Norway,3,2,Friendly,False,Belgium,1,10,0,13,5,83,78
1745,2016-06-06,Italy,Finland,2,0,Friendly,False,Italy,2,8,5,11,16,94,78
1746,2016-06-07,Australia,Greece,1,2,Friendly,False,Greece,1,4,7,4,47,42,5
1747,2016-06-07,Spain,Georgia,0,1,Friendly,False,Georgia,1,8,6,12,10,118,108
1748,2016-06-08,Portugal,Estonia,7,0,Friendly,False,Portugal,7,9,1,12,8,116,108
1749,2016-06-10,France,Romania,2,1,UEFA Euro,False,France,1,15,6,15,7,39,32
1750,2016-06-11,England,Russia,1,1,UEFA Euro,True,Draw,0,10,4,10,13,56,43
1751,2016-06-12,Germany,Ukraine,2,0,UEFA Euro,True,Germany,2,9,3,9,3,30,27
1752,2016-06-13,Belgium,Italy,0,2,UEFA Euro,True,Italy,2,7,10,10,5,16,11
1753,2016-06-13,Spain,Czech Republic,1,0,UEFA Euro,True,Spain,1,10,6,12,10,43,33
1754,2016-06-14,Portugal,Iceland,1,1,UEFA Euro,True,Draw,0,10,10,10,8,21,13
1755,2016-06-15,France,Albania,2,0,UEFA Euro,False,France,2,15,4,15,7,49,42
1756,2016-06-16,England,Wales,2,1,UEFA Euro,True,England,1,13,4,13,13,12,1
1757,2016-06-16,Germany,Poland,0,0,UEFA Euro,True,Draw,0,10,3,10,3,15,12
1758,2016-06-17,Italy,Sweden,1,0,UEFA Euro,True,Italy,1,12,0,11,16,41,25
1759,2016-06-17,Spain,Turkey,3,0,UEFA Euro,True,Spain,3,12,5,12,10,24,14
1760,2016-06-18,Belgium,Republic of Ireland,3,0,UEFA Euro,True,Belgium,3,10,6,10,5,23,18
1761,2016-06-18,Portugal,Austria,0,0,UEFA Euro,True,Draw,0,8,1,11,8,31,23
1762,2016-06-19,France,Switzerland,0,0,UEFA Euro,False,Draw,0,13,1,13,7,11,4
1763,2016-06-20,Slovakia,England,0,0,UEFA Euro,True,Draw,0,7,11,7,25,13,12
1764,2016-06-21,Croatia,Spain,2,1,UEFA Euro,True,Croatia,1,5,9,4,14,10,4
1765,2016-06-21,Northern Ireland,Germany,0,1,UEFA Euro,True,Germany,1,6,10,7,32,3,29
1766,2016-06-22,Hungary,Portugal,3,3,UEFA Euro,True,Draw,0,2,6,2,26,8,18
1767,2016-06-22,Italy,Republic of Ireland,0,1,UEFA Euro,True,Republic of Ireland,1,12,8,10,16,23,7
1768,2016-06-22,Sweden,Belgium,0,1,UEFA Euro,True,Belgium,1,0,10,3,41,5,36
1769,2016-06-25,Croatia,Portugal,0,1,UEFA Euro,True,Portugal,1,5,9,4,14,8,6
1770,2016-06-26,France,Republic of Ireland,2,1,UEFA Euro,False,France,1,13,7,13,7,23,16
1771,2016-06-26,Germany,Slovakia,3,0,UEFA Euro,True,Germany,3,13,7,10,3,25,22
1772,2016-06-26,Hungary,Belgium,0,4,UEFA Euro,True,Belgium,4,2,12,2,26,5,21
1773,2016-06-27,England,Iceland,1,2,UEFA Euro,True,Iceland,1,8,10,10,13,21,8
1774,2016-06-27,Italy,Spain,2,0,UEFA Euro,True,Italy,2,12,6,12,16,10,6
1775,2016-06-30,Poland,Portugal,1,1,UEFA Euro,True,Portugal,0,2,9,5,15,8,7
1776,2016-07-01,Wales,Belgium,3,1,UEFA Euro,True,Wales,2,7,9,9,12,5,7
1777,2016-07-02,Germany,Italy,1,1,UEFA Euro,True,Germany,0,13,9,13,3,16,13
1778,2016-07-03,France,Iceland,5,2,UEFA Euro,False,France,3,13,10,13,7,21,14
1779,2016-07-06,Portugal,Wales,2,0,UEFA Euro,True,Portugal,2,11,6,11,8,12,4
1780,2016-07-07,France,Germany,2,0,UEFA Euro,False,France,2,13,10,13,7,3,4
1781,2016-07-10,France,Portugal,0,1,UEFA Euro,False,Portugal,1,10,13,10,7,8,1
1782,2016-08-31,Germany,Finland,2,0,Friendly,False,Germany,2,12,5,13,3,94,91
1783,2016-09-01,Belgium,Spain,0,2,Friendly,False,Spain,2,9,9,7,5,10,5
1784,2016-09-01,Italy,France,1,3,Friendly,False,France,2,6,12,9,16,7,9
1785,2016-09-01,Netherlands,Greece,1,2,Friendly,False,Greece,1,10,9,0,22,42,20
1786,2016-09-01,Portugal,Gibraltar,5,0,Friendly,False,Portugal,5,15,0,11,8,202,194
1787,2016-09-04,Malta,Scotland,1,5,FIFA World Cup qualification,False,Scotland,4,0,9,0,183,67,116
1788,2016-09-04,Norway,Germany,0,3,FIFA World Cup qualification,False,Germany,3,0,12,0,83,3,80
1789,2016-09-04,Slovakia,England,0,1,FIFA World Cup qualification,False,England,1,4,8,7,25,13,12
1790,2016-09-05,Israel,Italy,1,3,FIFA World Cup qualification,False,Italy,2,2,6,2,55,16,39
1791,2016-09-05,Spain,Liechtenstein,8,0,FIFA World Cup qualification,False,Spain,8,9,0,12,10,189,179
1792,2016-09-06,Belarus,France,0,0,FIFA World Cup qualification,False,Draw,0,1,10,2,74,7,67
1793,2016-09-06,Cyprus,Belgium,0,3,FIFA World Cup qualification,False,Belgium,3,0,9,0,115,5,110
1794,2016-09-06,Gibraltar,Greece,1,4,FIFA World Cup qualification,True,Greece,3,0,9,0,202,42,160
1795,2016-09-06,Sweden,Netherlands,1,1,FIFA World Cup qualification,False,Draw,0,1,8,1,41,22,19
1796,2016-09-06,Switzerland,Portugal,2,0,FIFA World Cup qualification,False,Switzerland,2,4,12,6,11,8,3
1797,2016-10-06,Italy,Spain,1,1,FIFA World Cup qualification,False,Draw,0,7,7,7,16,10,6
1798,2016-10-07,Belgium,Bosnia and Herzegovina,4,0,FIFA World Cup qualification,False,Belgium,4,9,4,9,5,27,22
1799,2016-10-07,France,Bulgaria,4,1,FIFA World Cup qualification,False,France,3,10,4,12,7,71,64
1800,2016-10-07,Greece,Cyprus,2,0,FIFA World Cup qualification,False,Greece,2,12,0,9,42,115,73
1801,2016-10-07,Netherlands,Belarus,4,1,FIFA World Cup qualification,False,Netherlands,3,10,1,3,22,74,52
1802,2016-10-07,Portugal,Andorra,6,0,FIFA World Cup qualification,False,Portugal,6,12,0,11,8,203,195
1803,2016-10-08,England,Malta,2,0,FIFA World Cup qualification,False,England,2,10,0,10,13,183,170
1804,2016-10-08,Germany,Czech Republic,3,0,FIFA World Cup qualification,False,Germany,3,12,6,13,3,43,40
1805,2016-10-08,Scotland,Lithuania,1,1,FIFA World Cup qualification,False,Draw,0,7,1,8,67,105,38
1806,2016-10-09,Albania,Spain,0,2,FIFA World Cup qualification,False,Spain,2,3,10,3,49,10,39
1807,2016-10-09,North Macedonia,Italy,2,3,FIFA World Cup qualification,False,Italy,1,0,7,0,162,16,146
1808,2016-10-10,Estonia,Greece,0,2,FIFA World Cup qualification,False,Greece,2,1,15,4,116,42,74
1809,2016-10-10,Faroe Islands,Portugal,0,6,FIFA World Cup qualification,False,Portugal,6,6,12,3,83,8,75
1810,2016-10-10,Gibraltar,Belgium,0,6,FIFA World Cup qualification,True,Belgium,6,0,9,0,202,5,197
1811,2016-10-10,Netherlands,France,0,1,FIFA World Cup qualification,False,France,1,7,10,3,22,7,15
1812,2016-10-11,Germany,Northern Ireland,2,0,FIFA World Cup qualification,False,Germany,2,12,6,15,3,32,29
1813,2016-10-11,Slovakia,Scotland,3,0,FIFA World Cup qualification,False,Slovakia,3,7,4,7,25,67,42
1814,2016-10-11,Slovenia,England,0,0,FIFA World Cup qualification,False,Draw,0,3,8,3,51,13,38
1815,2016-11-09,Greece,Belarus,0,1,Friendly,False,Belarus,1,12,4,9,42,74,32
1816,2016-11-09,Netherlands,Belgium,1,1,Friendly,False,Draw,0,5,10,4,22,5,17
1817,2016-11-11,England,Scotland,3,0,FIFA World Cup qualification,False,England,3,10,4,10,13,67,54
1818,2016-11-11,France,Sweden,2,1,FIFA World Cup qualification,False,France,1,13,1,12,7,41,34
1819,2016-11-11,San Marino,Germany,0,8,FIFA World Cup qualification,False,Germany,8,0,15,0,202,3,199
1820,2016-11-12,Liechtenstein,Italy,0,4,FIFA World Cup qualification,False,Italy,4,0,10,0,189,16,173
1821,2016-11-12,Spain,North Macedonia,4,0,FIFA World Cup qualification,False,Spain,4,13,0,12,10,162,152
1822,2016-11-13,Belgium,Estonia,8,1,FIFA World Cup qualification,False,Belgium,7,13,0,9,5,116,111
1823,2016-11-13,Greece,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,False,Draw,0,10,2,7,42,27,15
1824,2016-11-13,Luxembourg,Netherlands,1,3,FIFA World Cup qualification,False,Netherlands,2,3,8,3,130,22,108
1825,2016-11-13,Portugal,Latvia,4,1,FIFA World Cup qualification,False,Portugal,3,12,0,13,8,111,103
1826,2016-11-15,England,Spain,2,2,Friendly,False,Draw,0,11,11,10,13,10,3
1827,2016-11-15,France,Ivory Coast,0,0,Friendly,False,Draw,0,11,6,10,7,203,196
1828,2016-11-15,Italy,Germany,0,0,Friendly,False,Draw,0,11,13,5,16,3,13
1829,2017-03-22,Germany,England,1,0,Friendly,False,Germany,1,13,8,15,1,15,14
1830,2017-03-22,Scotland,Canada,1,1,Friendly,False,Draw,0,5,1,6,32,94,62
1831,2017-03-24,Italy,Albania,2,0,FIFA World Cup qualification,False,Italy,2,11,3,8,14,62,48
1832,2017-03-24,Spain,Israel,4,1,FIFA World Cup qualification,False,Spain,3,11,1,15,6,98,92
1833,2017-03-25,Belgium,Greece,1,1,FIFA World Cup qualification,False,Draw,0,11,8,10,5,47,42
1834,2017-03-25,Bulgaria,Netherlands,2,0,FIFA World Cup qualification,False,Bulgaria,2,7,7,6,43,20,23
1835,2017-03-25,Luxembourg,France,1,3,FIFA World Cup qualification,False,France,2,3,13,3,83,9,74
1836,2017-03-25,Portugal,Hungary,3,0,FIFA World Cup qualification,False,Portugal,3,12,1,15,3,53,50
1837,2017-03-26,Azerbaijan,Germany,1,4,FIFA World Cup qualification,False,Germany,3,0,13,1,117,1,116
1838,2017-03-26,England,Lithuania,2,0,FIFA World Cup qualification,False,England,2,8,1,10,15,149,134
1839,2017-03-26,Scotland,Slovenia,1,0,FIFA World Cup qualification,False,Scotland,1,5,2,9,32,69,37
1840,2017-03-28,France,Spain,0,2,Friendly,False,Spain,2,10,13,7,9,6,3
1841,2017-03-28,Netherlands,Italy,1,2,Friendly,False,Italy,1,4,13,4,20,14,6
1842,2017-03-28,Portugal,Sweden,2,3,Friendly,False,Sweden,1,12,4,12,3,18,15
1843,2017-03-28,Russia,Belgium,3,3,Friendly,False,Draw,0,5,9,7,64,5,59
1844,2017-05-31,Italy,San Marino,8,0,Friendly,False,Italy,8,13,0,8,14,204,190
1845,2017-05-31,Morocco,Netherlands,1,2,Friendly,False,Netherlands,1,4,7,3,40,20,20
1846,2017-06-02,France,Paraguay,5,0,Friendly,False,France,5,10,3,10,9,30,21
1847,2017-06-03,Portugal,Cyprus,4,0,Friendly,False,Portugal,4,12,0,12,3,91,88
1848,2017-06-04,Netherlands,Ivory Coast,5,0,Friendly,False,Netherlands,5,9,5,7,20,203,183
1849,2017-06-05,Belgium,Czech Republic,2,1,Friendly,False,Belgium,1,9,3,10,5,48,43
1850,2017-06-06,Denmark,Germany,1,1,Friendly,False,Draw,0,1,11,2,12,1,11
1851,2017-06-07,Italy,Uruguay,3,0,Friendly,True,Italy,3,13,6,11,14,21,7
1852,2017-06-07,Spain,Colombia,2,2,Friendly,False,Draw,0,11,8,13,6,13,7
1853,2017-06-09,Bosnia and Herzegovina,Greece,0,0,FIFA World Cup qualification,False,Draw,0,2,6,6,37,47,10
1854,2017-06-09,Estonia,Belgium,0,2,FIFA World Cup qualification,False,Belgium,2,0,11,1,89,5,84
1855,2017-06-09,Latvia,Portugal,0,3,FIFA World Cup qualification,False,Portugal,3,0,12,1,132,3,129
1856,2017-06-09,Netherlands,Luxembourg,5,0,FIFA World Cup qualification,False,Netherlands,5,9,3,7,20,83,63
1857,2017-06-09,Sweden,France,2,1,FIFA World Cup qualification,False,Sweden,1,7,7,4,18,9,9
1858,2017-06-10,Germany,San Marino,7,0,FIFA World Cup qualification,False,Germany,7,11,0,15,1,204,203
1859,2017-06-10,Scotland,England,2,2,FIFA World Cup qualification,False,Draw,0,5,8,9,32,15,17
1860,2017-06-11,Italy,Liechtenstein,5,0,FIFA World Cup qualification,False,Italy,5,15,0,13,14,181,167
1861,2017-06-11,North Macedonia,Spain,1,2,FIFA World Cup qualification,False,Spain,1,0,11,0,76,6,70
1862,2017-06-13,France,England,3,2,Friendly,False,France,1,9,5,10,9,15,6
1863,2017-06-18,Portugal,Mexico,2,2,Confederations Cup,True,Draw,0,10,4,10,3,16,13
1864,2017-06-19,Australia,Germany,2,3,Confederations Cup,True,Germany,1,4,13,3,38,1,37
1865,2017-06-21,Russia,Portugal,0,1,Confederations Cup,False,Portugal,1,5,10,7,64,3,61
1866,2017-06-22,Germany,Chile,1,1,Confederations Cup,True,Draw,0,11,7,13,1,10,9
1867,2017-06-24,New Zealand,Portugal,0,4,Confederations Cup,True,Portugal,4,1,13,0,121,3,118
1868,2017-06-25,Germany,Cameroon,3,1,Confederations Cup,True,Germany,2,11,1,13,1,45,44
1869,2017-06-28,Portugal,Chile,0,0,Confederations Cup,True,Chile,0,10,7,7,3,10,7
1870,2017-06-29,Germany,Mexico,4,1,Confederations Cup,True,Germany,3,13,4,13,1,16,15
1871,2017-07-02,Chile,Germany,0,1,Confederations Cup,True,Germany,1,7,13,3,10,1,9
1872,2017-07-02,Portugal,Mexico,2,1,Confederations Cup,True,Portugal,1,10,4,7,3,16,13
1873,2017-08-31,Belgium,Gibraltar,9,0,FIFA World Cup qualification,False,Belgium,9,11,0,13,5,202,197
1874,2017-08-31,France,Netherlands,4,0,FIFA World Cup qualification,False,France,4,9,9,10,9,20,11
1875,2017-08-31,Greece,Estonia,0,0,FIFA World Cup qualification,False,Draw,0,4,1,5,47,89,42
1876,2017-08-31,Portugal,Faroe Islands,5,1,FIFA World Cup qualification,False,Portugal,4,12,6,10,3,95,92
1877,2017-09-01,Czech Republic,Germany,1,2,FIFA World Cup qualification,False,Germany,1,0,13,4,48,1,47
1878,2017-09-01,Lithuania,Scotland,0,3,FIFA World Cup qualification,False,Scotland,3,1,8,1,149,32,117
1879,2017-09-01,Malta,England,0,4,FIFA World Cup qualification,False,England,4,0,7,0,184,15,169
1880,2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification,False,Spain,3,13,12,13,6,14,8
1881,2017-09-03,France,Luxembourg,0,0,FIFA World Cup qualification,False,Draw,0,10,1,10,9,83,74
1882,2017-09-03,Greece,Belgium,1,2,FIFA World Cup qualification,False,Belgium,1,4,13,5,47,5,42
1883,2017-09-03,Hungary,Portugal,0,1,FIFA World Cup qualification,False,Portugal,1,1,12,2,53,3,50
1884,2017-09-03,Netherlands,Bulgaria,3,1,FIFA World Cup qualification,False,Netherlands,2,12,6,10,20,43,23
1885,2017-09-04,England,Slovakia,2,1,FIFA World Cup qualification,False,England,1,10,4,13,15,28,13
1886,2017-09-04,Germany,Norway,6,0,FIFA World Cup qualification,False,Germany,6,15,0,13,1,59,58
